Presence of JS,Presence of NS,Presence of internal JS,Number of JS,Number of NS,Number of external JS,Number of internal JS,Presence of image,Presence of iframe,Presence of links,Number of image,Number of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,Presence of World Traffic rank,Presence of Country Traffic rank,World Traffic rank,Country Traffic rank,presence of form,No of form,probability0,probability1,Output
1,1,1,16,3,0,16,1,1,1,82,1,0,215,0,0,0,18,2,0,2,0,0,0,0,0,2,2,2154,4,1,2,2,0,0
1,1,1,22,2,0,22,1,1,1,11,1,0,800,0,0,0,22,2,0,2,0,0,0,0,0,2,2,2028,25,1,1,2,0,0
1,1,1,52,2,0,52,1,1,1,47,1,0,172,0,0,0,17,2,0,1,0,0,0,0,0,2,2,610,179,1,1,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,2,2,100701,141715,0,0,0,2,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,23,2,0,1,0,0,0,0,0,2,2,999,371,1,1,0,2,0
1,1,1,9,1,0,9,1,0,1,49,0,0,129,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1813,573,1,1,2,0,0
1,1,1,10,1,0,10,0,1,1,0,1,0,11,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1814,243,0,0,2,0,0
1,1,1,30,1,0,30,1,1,1,24,1,0,361,0,0,0,24,2,0,1,0,0,0,0,0,2,2,998,888,1,1,2,0,0
1,0,1,34,0,0,34,1,0,1,203,0,0,683,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2782,54,1,4,2,0,0
1,0,1,12,0,0,12,1,0,1,2,0,0,316,0,0,0,22,2,0,2,0,0,0,0,0,2,2,3,1,1,1,2,0,0
1,1,1,13,1,0,13,1,0,1,36,0,0,155,0,0,0,14,2,0,1,0,0,0,0,0,2,2,1232,18,0,0,2,0,0
1,1,1,11,1,0,11,1,1,1,17,2,0,152,0,1,0,15,2,0,1,0,0,0,0,0,2,2,1589,958,1,1,2,0,0
1,1,1,40,2,0,40,1,0,1,10,0,0,71,0,0,0,25,2,0,1,0,0,0,0,0,2,2,1094,317,0,0,2,0,0
1,1,1,25,149,0,25,1,0,1,300,0,0,477,0,0,0,27,2,0,1,0,0,0,0,0,2,2,1718,496,1,2,2,0,0
1,1,1,24,24,0,24,1,1,1,92,1,0,216,0,0,0,20,2,0,1,0,0,0,0,0,2,2,5821,6463,1,17,2,0,0
1,0,1,6,0,0,6,1,1,1,104,1,0,379,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1309,293,1,1,2,0,0
1,1,1,21,2,0,21,1,1,1,1,5,0,79,0,0,0,20,2,0,1,0,0,0,0,0,2,2,24459,17,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,5635,4,1,1,2,0,0
1,1,1,18,2,0,18,1,1,1,28,2,0,116,0,0,0,20,2,0,1,0,0,0,0,0,2,2,574,605,1,1,2,0,0
1,1,1,19,1,0,19,1,1,1,109,1,0,251,0,0,0,20,2,0,2,0,0,0,0,0,2,2,13687,280,1,1,2,0,0
1,1,1,18,51,0,18,1,0,1,79,0,0,467,0,1,0,18,2,0,1,0,0,0,0,0,2,2,1538,397,1,5,2,0,0
1,1,1,17,15,0,17,1,0,1,33,0,0,64,0,0,0,22,2,0,1,0,0,0,0,0,2,2,1629,346,0,0,2,0,0
1,0,1,14,0,0,14,1,0,1,16,0,0,14,0,0,0,19,2,0,1,0,0,0,0,0,2,2,6829,311,0,0,2,0,0
1,0,1,17,0,0,17,1,0,1,37,0,0,106,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1606,12117,0,0,2,0,0
1,1,1,21,2,0,21,1,1,1,16,1,0,85,0,0,0,15,2,0,1,0,0,0,0,0,2,2,4414,314,1,1,2,0,0
1,1,1,44,1,0,44,1,0,1,36,0,0,190,0,5,0,26,2,0,1,1,0,0,0,0,2,2,1600,26,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,2,0,159,0,0,0,0,2,0
1,0,1,6,0,0,6,1,0,1,5,0,0,12,0,0,0,17,2,0,1,0,0,0,0,0,2,2,3369,522,1,1,2,0,0
1,0,1,18,0,0,18,1,0,1,44,0,0,438,0,0,0,21,2,0,1,0,0,0,0,0,2,2,525,167,1,1,2,0,0
1,1,1,12,1,0,12,1,0,1,103,0,0,119,0,0,0,22,2,0,1,0,0,0,0,0,2,2,2125,1903,0,0,2,0,0
1,1,1,47,41,0,47,1,1,1,91,3,0,287,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1371,639,1,3,2,0,0
1,1,1,37,1,0,37,1,0,1,120,0,1,1081,0,0,0,28,2,0,1,0,0,0,0,0,2,2,3292,62,1,1,2,0,0
1,1,1,28,2,0,28,1,0,1,48,0,0,182,0,0,0,22,2,0,1,0,0,0,0,0,2,2,2708,143,1,2,2,0,0
1,1,1,7,3,0,7,1,1,1,11,3,0,100,0,0,0,20,2,0,2,0,0,0,0,0,2,2,1499,136,1,1,2,0,0
1,0,1,10,0,0,10,1,0,1,31,0,0,263,0,0,0,18,2,0,1,0,0,0,0,0,2,2,945,899,1,1,2,0,0
1,1,1,23,4,0,23,1,1,1,162,1,1,737,0,0,0,14,2,0,1,0,0,0,0,0,2,2,1432,45,1,4,2,0,0
1,1,1,21,1,0,21,1,0,1,53,0,0,238,0,0,0,19,2,0,1,0,0,0,0,0,2,2,4271,87,1,2,2,0,0
1,1,1,20,1,0,20,1,0,1,287,0,0,285,0,0,0,18,2,0,1,0,0,0,0,0,2,2,6937,952,1,3,2,0,0
1,1,1,15,1,0,15,1,1,1,30,2,0,304,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1843,79,0,0,2,0,0
1,1,1,22,2,0,22,1,1,1,150,1,0,410,0,0,0,25,2,0,1,0,0,0,0,0,2,2,1098,920,1,1,2,0,0
1,1,1,15,32,0,15,1,1,1,49,1,0,135,0,0,0,16,2,0,1,0,0,0,0,0,2,2,2529,1614,1,2,2,0,0
1,1,1,5,1,0,5,1,0,1,4,0,0,22,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1237,50,1,1,2,0,0
1,1,1,15,2,0,15,1,1,1,14,1,0,504,0,0,0,19,2,0,1,0,0,0,0,1,2,2,706,88,1,1,2,0,0
1,0,1,37,0,0,37,1,0,1,71,0,0,783,0,0,0,15,2,0,1,0,0,0,0,2,2,0,3812203,0,1,3,2,0,0
1,1,1,20,17,0,20,1,0,1,36,0,0,81,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,0,1,8,0,0,8,1,0,1,263,0,0,323,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1634,27,0,0,2,0,0
1,1,1,3,1,0,3,1,0,1,1,0,0,14,0,0,0,21,2,0,1,0,0,0,0,0,2,2,1351,95,1,1,0,2,0
1,0,1,40,0,0,40,1,0,1,56,0,0,147,0,0,0,21,2,0,1,0,0,0,0,0,2,2,388,400,1,2,2,0,0
1,0,1,7,0,0,7,1,1,1,166,1,0,380,0,4,0,20,2,0,1,0,0,0,0,0,2,2,379304,7187,1,9,2,0,0
1,1,1,29,3,0,29,1,1,1,62,4,0,218,0,0,0,21,2,0,1,0,0,0,0,0,2,2,150,12,1,1,2,0,0
1,1,1,23,1,0,23,1,0,1,9,0,0,34,0,0,0,31,2,0,2,0,0,0,0,0,2,2,6006,4432,1,1,2,0,0
1,0,1,4,0,0,4,1,0,1,55,0,0,97,0,9,0,18,2,0,1,0,0,0,0,0,2,0,3217649,0,1,5,0,2,0
1,1,1,36,2,0,36,1,0,1,136,0,0,678,0,0,0,19,2,0,2,0,0,0,0,0,2,2,1550,77,1,9,2,0,0
1,1,1,49,3,0,49,1,0,1,166,0,0,553,0,0,0,24,2,0,1,0,0,0,0,0,2,0,4826384,0,1,1,0,2,0
1,1,1,34,2,0,34,1,1,1,33,12,0,340,0,0,0,22,2,0,1,0,0,0,0,0,2,2,1229,63,1,1,2,0,0
1,0,1,29,0,0,29,1,0,1,114,0,0,422,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1202,326,1,2,2,0,0
1,1,1,13,1,0,13,1,0,1,1,0,0,16,0,0,0,26,2,0,1,0,0,0,0,0,2,2,935,157,1,1,2,0,0
1,1,1,23,3,0,23,1,1,1,67,1,0,283,0,0,0,14,2,0,1,0,0,0,0,0,2,2,553,133,1,1,2,0,0
1,1,1,15,1,0,15,0,1,1,0,1,0,46,0,0,0,22,2,0,1,0,0,0,0,0,2,2,1513,1398,1,2,2,0,0
1,1,1,12,1,0,12,1,0,1,25,0,0,140,0,0,0,19,2,0,1,0,0,0,0,0,2,2,5489,136,0,0,2,0,0
1,0,1,12,0,0,12,1,0,1,1,0,0,11,0,0,0,22,2,0,1,0,0,0,0,0,2,2,12314,8998,1,4,2,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,2,2,688821,38059,0,0,0,2,0
1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,14,2,0,1,0,0,0,0,0,2,2,1834,12,1,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2911,175,0,0,0,2,0
1,1,1,16,1,0,16,1,0,1,8,0,0,113,0,0,0,26,2,0,1,1,0,0,0,0,2,2,693,278,1,11,2,0,0
1,1,1,14,2,0,14,1,1,1,43,1,0,142,0,0,0,22,2,0,1,0,0,0,0,0,2,2,847,1896,1,2,2,0,0
1,1,1,50,2,0,50,1,0,1,3,0,0,232,0,0,0,17,2,0,1,0,0,0,0,1,2,2,69829,1189,1,2,2,0,0
1,1,1,21,3,0,21,1,1,1,29,1,0,108,0,3,0,23,2,0,1,0,0,0,0,0,2,2,798,448,0,0,2,0,0
1,1,1,8,2,0,8,1,1,1,102,4,0,269,0,0,0,22,2,0,1,0,0,0,0,0,2,2,3972,1411,1,1,2,0,0
1,1,1,11,1,0,11,1,1,1,3,1,0,198,0,0,0,25,2,0,1,0,0,0,0,0,2,2,646,57,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,463,43,0,0,0,2,0
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,21,2,0,2,0,0,0,0,0,2,2,3468,11,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1864,646,0,0,0,2,0
1,1,1,10,2,0,10,1,1,1,14,2,0,99,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1887,702,1,2,2,0,0
1,1,1,14,2,0,14,1,0,1,36,0,0,126,0,0,0,21,2,0,1,0,0,0,0,0,2,2,93442,2511,0,0,2,0,0
1,0,1,4,0,0,4,1,0,1,2,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,2,0,7710036,0,0,0,0,2,0
1,1,1,22,2,0,22,1,0,1,45,0,0,340,0,0,0,21,2,0,2,0,0,0,0,0,2,2,2196,239,1,1,2,0,0
1,1,1,56,4,0,56,1,1,1,134,1,0,401,0,0,0,20,2,0,1,0,0,0,0,0,2,2,230,17,0,0,2,0,0
1,1,1,10,3,0,10,1,1,1,5,1,0,96,0,2,0,18,2,0,1,0,0,0,0,0,2,2,1765,1087,0,0,2,0,0
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,3,2,2,6240,85,0,0,0,2,0
1,0,1,14,0,0,14,1,0,1,38,0,0,124,0,0,0,20,2,0,2,0,0,0,0,1,2,2,3,1,1,1,2,0,0
1,0,1,5,0,0,5,1,0,1,2,0,0,34,0,0,0,24,2,0,1,0,0,0,0,0,2,2,2405,860,0,0,2,0,0
1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,15,2,0,1,0,0,0,0,0,2,2,445,15,0,0,0,2,0
1,1,1,16,1,0,16,1,0,1,50,0,0,346,0,0,1,17,2,0,1,0,0,0,0,1,2,2,9886,5809,1,1,2,0,0
1,1,1,33,2,0,33,1,1,1,13,2,0,193,0,0,0,18,2,0,1,0,0,0,0,0,2,2,967,13,0,0,2,0,0
1,1,1,76,5,0,76,1,1,1,169,1,0,331,0,0,0,21,2,0,2,0,0,0,0,0,2,2,1503,1516,1,2,2,0,0
1,0,1,13,0,0,13,1,0,1,3,0,0,17,0,0,0,22,2,0,1,0,0,0,0,0,2,2,4372,4490,1,1,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,2,2,306,271,0,0,0,2,0
1,1,1,8,4,0,8,1,0,1,11,0,0,110,0,1,0,19,2,0,1,0,0,0,0,0,2,2,3848,90,1,10,2,0,0
1,1,1,8,1,0,8,1,0,1,87,0,0,161,0,0,0,15,2,0,1,0,0,0,0,0,2,2,3003,241,1,3,2,0,0
1,0,1,40,0,0,40,1,0,1,1,0,0,103,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2919,139,1,4,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,2,2,5236,8780,1,1,0,2,0
1,1,1,20,2,0,20,1,1,1,401,2,0,517,0,0,0,20,2,0,1,0,0,0,0,0,2,2,2011,8,1,1,2,0,0
1,1,1,31,38,0,31,1,0,1,71,0,0,278,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1594,42,1,1,2,0,0
1,1,1,79,4,0,79,1,1,1,71,2,0,414,0,0,0,17,2,0,1,0,0,0,0,0,2,2,856,54,1,2,2,0,0
1,0,1,17,0,0,17,1,0,1,31,0,0,49,0,0,0,21,2,0,1,0,0,0,0,0,2,2,341371,4461,0,0,2,0,0
1,0,1,3,0,0,3,1,0,1,1,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,2,2,741,965,0,0,0,2,0
1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,2,0,461174,0,0,0,0,2,0
1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,0,2,0,595,1,1,0,2,0
1,1,1,52,37,0,52,1,1,1,79,1,0,145,0,0,0,18,2,0,1,0,0,0,0,0,2,2,3173,375,1,1,2,0,0
1,1,1,54,1,0,54,1,0,1,111,0,0,323,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1444,128,1,1,2,0,0
1,1,1,15,1,0,15,1,1,1,30,1,0,192,0,0,0,24,2,0,1,0,0,0,0,0,2,0,1431,0,0,0,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,16,2,0,1,0,0,0,0,0,2,2,471,10,1,1,0,2,0
1,1,1,10,1,0,10,1,0,1,51,0,0,91,0,0,0,19,2,0,1,0,0,0,0,0,2,2,978,242,1,1,2,0,0
1,1,1,51,1,0,51,1,0,1,110,0,0,274,0,0,0,18,2,0,1,0,0,0,0,0,2,2,1521,16,1,2,2,0,0
1,0,1,14,0,0,14,1,0,1,92,0,0,304,0,0,1,30,2,0,1,1,0,0,0,0,2,0,1951776,0,1,4,2,0,0
1,0,1,13,0,0,13,1,0,1,39,0,0,118,0,0,0,24,2,0,1,0,0,0,0,0,2,2,2539,777,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,2,2,26699,29,1,1,2,0,0
1,1,1,13,1,0,13,1,0,1,105,0,0,227,0,0,0,15,2,0,1,0,0,0,0,0,2,2,39039,454,1,1,2,0,0
1,1,1,18,1,0,18,1,0,1,6,0,0,217,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2727,95,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,2,2,1996,11,0,0,0,2,0
1,1,1,27,1,0,27,1,0,1,20,0,0,65,0,0,0,18,2,0,1,0,0,0,0,2,2,2,132053,2414,0,0,2,0,0
1,1,1,67,1,0,67,1,0,1,32,0,0,199,0,0,0,22,2,0,2,0,0,0,0,0,2,2,597,653,0,0,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,2,2,3739,2835,0,0,0,2,0
1,1,1,6,1,0,6,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,2,0,2392119,0,0,0,0,2,0
1,1,1,11,1,0,11,0,0,1,0,0,0,112,0,0,0,14,2,0,1,0,0,0,0,0,2,2,4334,403,0,0,2,0,0
1,0,1,26,0,0,26,1,0,1,2,0,0,53,0,0,0,20,2,0,1,0,0,0,0,0,2,2,2149,2721,1,1,2,0,0
1,0,1,2,0,0,2,0,1,0,0,1,0,0,0,0,0,22,2,0,1,0,0,0,0,0,2,2,477,539,0,0,0,2,0
1,1,1,20,1,0,20,1,0,1,37,0,0,113,0,0,0,18,2,0,1,0,0,0,0,0,2,2,14745,2282,1,6,2,0,0
1,0,1,33,0,0,33,1,0,1,3,0,0,39,0,0,0,15,2,0,1,0,0,0,0,0,2,2,803,225,1,1,2,0,0
1,1,1,21,1,0,21,1,1,1,9,1,0,46,0,0,0,17,2,0,1,0,0,0,0,0,2,2,258,130,1,3,2,0,0
1,0,1,29,0,0,29,1,0,1,26,0,0,105,0,2,0,23,2,0,2,0,0,0,0,0,2,2,1228,15,0,0,2,0,0
1,0,1,8,0,0,8,1,0,1,2,0,0,78,0,0,0,17,2,0,1,0,0,0,0,0,2,2,2369,724,0,0,2,0,0
1,0,1,9,0,0,9,1,0,1,25,0,0,131,0,0,0,19,2,0,1,0,0,0,0,0,2,2,505,66,1,1,2,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,2,0,7421271,0,0,0,0,2,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,2,2,2121,61,0,0,0,2,0
1,1,1,35,4,0,35,1,0,1,13,0,0,64,0,0,0,17,2,0,1,0,0,0,0,0,2,0,605391,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1635,46,0,0,0,2,0
1,1,1,19,1,0,19,1,1,1,201,2,0,359,0,0,0,25,2,0,1,0,0,0,0,0,2,2,576,75,0,0,2,0,0
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,2,2,641,196,1,1,0,2,0
1,1,1,23,1,0,23,1,0,0,1,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,2,2,357,84,1,1,2,0,0
1,0,1,9,0,0,9,1,0,1,54,0,0,99,0,0,0,20,2,0,1,1,0,0,0,0,2,2,2538,601,1,1,2,0,0
1,0,1,10,0,0,10,1,1,1,10,4,0,5,0,0,0,26,2,0,1,0,0,0,0,0,2,2,30378,3255,1,1,2,0,0
1,0,1,26,0,0,26,1,0,1,2,0,0,68,0,0,0,20,2,0,1,0,0,0,0,0,2,2,168,50,0,0,2,0,0
1,1,1,16,3,0,16,1,1,1,41,2,0,178,0,0,0,23,2,0,1,0,0,0,0,0,2,2,97448,2895,0,0,2,0,0
1,1,1,17,1,0,17,1,0,1,35,0,0,165,0,0,0,23,2,0,1,0,0,0,0,0,2,2,1695,175,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2,2,9084,7,1,1,2,0,0
1,1,1,18,57,0,18,1,1,1,116,1,0,75,0,0,0,21,2,0,1,0,0,0,0,0,2,2,6346,1802,1,1,2,0,0
1,0,1,6,0,0,6,1,0,1,2,0,0,25,0,0,0,21,2,0,1,0,0,0,0,0,2,2,1828,179,0,0,2,0,0
1,1,1,15,1,0,15,1,1,1,54,1,0,656,0,0,0,16,2,0,1,0,0,0,0,0,2,2,3820,24,1,2,2,0,0
1,1,1,17,2,0,17,1,0,1,5,0,0,509,0,0,0,19,2,0,1,0,0,0,0,0,2,2,2612,218,1,1,2,0,0
1,1,1,39,3,0,39,1,1,1,146,2,0,633,0,0,0,19,2,0,2,0,0,0,0,0,2,2,3787,18,1,1,2,0,0
1,1,1,13,14,0,13,1,0,1,15,0,0,31,0,0,0,15,2,0,1,0,0,0,0,0,2,2,87581,27652,0,0,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,24,2,0,1,0,0,0,0,0,2,2,1461,458,0,0,0,2,0
1,0,1,16,0,0,16,1,0,1,17,0,0,186,0,0,0,14,2,0,1,0,0,0,0,0,2,2,1240,16,1,4,2,0,0
1,0,1,9,0,0,9,1,0,1,55,0,0,119,0,0,0,18,2,0,1,0,0,0,0,0,2,2,13388,1671,1,1,2,0,0
1,1,1,38,2,0,38,1,1,1,8,1,0,36,0,0,0,21,2,0,1,0,0,0,0,0,2,2,1607,412,1,1,2,0,0
1,0,1,24,0,0,24,1,0,1,14,0,0,3,0,0,0,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,0,1,23,0,0,23,1,0,1,1,0,0,47,0,0,0,18,2,0,1,0,0,0,0,0,2,2,2225,133,1,1,2,0,0
1,1,1,12,1,0,12,1,0,1,86,0,0,116,0,0,0,19,2,0,1,0,0,0,0,0,2,2,418,11,1,2,2,0,0
1,1,1,14,115,0,14,1,0,1,129,0,0,387,0,0,0,16,2,0,1,0,0,0,0,0,2,2,2166,74,1,4,2,0,0
1,1,1,32,12,0,32,1,1,1,19,2,0,324,0,0,0,15,2,0,1,0,0,0,0,0,2,2,777,7,1,2,2,0,0
1,0,1,11,0,0,11,1,0,1,16,0,0,99,0,0,0,15,2,0,1,0,0,0,0,0,2,2,3454,764,1,2,2,0,0
1,0,1,25,0,0,25,1,1,1,58,1,0,252,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2501,444,1,1,2,0,0
1,1,1,39,2,0,39,0,1,1,0,2,0,87,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1360,415,1,1,2,0,0
1,0,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1810,43,0,0,0,2,0
1,0,1,9,0,0,9,1,0,1,11,0,0,17,0,0,0,22,2,0,1,0,0,0,0,0,2,2,3183,4932,0,0,2,0,0
1,1,1,51,8,0,51,1,0,1,79,0,0,286,0,0,0,22,2,0,1,0,0,0,0,0,2,2,2989,928,1,2,2,0,0
1,0,1,183,0,0,183,1,0,1,3,0,0,60,0,0,0,25,2,0,2,0,0,0,0,0,2,2,11008,531,1,2,2,0,0
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1508,2176,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,4,2,2,4430,481,0,0,0,2,0
1,1,1,19,3,0,19,1,0,1,3,0,0,94,0,0,0,17,2,0,1,0,0,0,0,0,2,2,1889,9,1,1,2,0,0
1,1,1,22,1,0,22,1,0,1,1,0,0,69,0,0,0,27,2,0,1,0,0,0,0,0,2,2,2100,1160,1,2,2,0,0
1,1,1,20,3,0,20,1,0,1,10,0,0,54,0,0,0,17,2,0,1,0,0,0,0,0,2,2,2177,445,1,2,2,0,0
1,0,1,25,0,0,25,1,0,1,63,0,0,1818,0,0,0,21,2,0,1,0,0,0,0,0,2,2,1085,196,1,4,2,0,0
1,1,1,35,1,0,35,1,1,1,149,2,0,930,0,0,0,23,2,0,1,0,0,0,0,0,2,2,2261,79,1,2,2,0,0
1,1,1,7,20,0,7,1,0,1,43,0,0,322,0,0,0,19,2,0,1,0,0,0,0,0,2,2,1731,52,1,2,2,0,0
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1884,479,0,0,0,2,0
1,1,1,9,2,0,9,1,0,1,3,0,0,16,0,0,1,18,2,0,1,0,0,0,0,0,2,2,6982,880,1,1,2,0,0
1,1,1,12,3,0,12,1,1,1,2,1,0,90,0,0,0,18,2,0,1,0,0,0,0,0,2,2,26150,215,0,0,2,0,0
1,1,1,16,1,0,16,1,0,1,18,0,0,290,0,0,0,15,2,0,1,0,0,0,0,0,2,2,6201,149,1,14,2,0,0
1,1,1,62,112,0,62,1,1,1,115,2,0,378,0,0,0,15,2,0,1,0,0,0,0,0,2,2,1793,56,1,2,2,0,0
1,0,1,8,0,0,8,1,0,1,3,0,0,91,0,0,0,22,2,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0
1,0,1,44,0,0,44,1,0,1,48,0,0,156,0,0,0,20,2,0,1,0,0,0,0,0,2,2,900,410,1,4,2,0,0
1,0,1,9,0,0,9,1,0,1,4,0,0,70,0,0,0,18,2,0,1,0,0,0,0,0,2,2,6020,2309,1,1,2,0,0
1,0,1,16,0,0,16,1,0,1,74,0,0,196,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2535,1901,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,2,2,2,17960,1106,0,0,0,2,0
1,0,1,18,0,0,18,1,0,1,3,0,0,399,0,0,0,24,2,0,2,0,0,0,0,0,2,2,4912,57,0,0,2,0,0
1,0,1,6,0,0,6,1,0,1,9,0,0,71,0,0,0,18,2,0,1,0,0,0,0,0,2,2,12888,2599,0,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,0,2,0,5293592,0,0,0,0,2,0
1,1,1,33,1,0,33,1,1,1,142,2,0,421,0,0,0,21,2,0,1,0,0,0,0,0,2,2,5058,244,1,2,2,0,0
1,0,1,5,0,0,5,1,0,1,1,0,0,24,0,0,0,26,2,0,1,0,0,0,0,0,2,2,928,641,0,0,0,2,0
1,1,1,19,1,0,19,1,0,1,5,0,0,59,0,0,0,20,2,0,1,0,0,0,0,0,2,2,187430,50572,1,1,0,2,0
1,1,1,28,1,0,28,1,0,1,5,0,0,66,0,0,0,21,2,0,1,0,0,0,0,0,2,2,1483,413,1,1,2,0,0
1,0,1,8,0,0,8,0,0,1,0,0,0,48,0,0,0,20,2,0,1,0,0,0,0,0,2,2,6924,2759,1,1,2,0,0
1,1,1,16,1,0,16,1,0,1,98,0,0,297,0,0,0,20,2,0,1,0,0,0,0,0,2,2,1024,1034,1,1,2,0,0
1,1,1,37,1,0,37,1,0,1,207,0,0,419,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2205,112,1,1,2,0,0
1,0,1,32,0,0,32,1,0,1,19,0,0,67,0,0,0,15,2,0,1,0,0,0,0,0,2,0,1500,0,0,0,2,0,0
1,1,1,7,3,0,7,1,1,1,12,1,0,9,0,0,0,16,2,0,1,0,0,0,0,0,2,2,4098,205,0,0,2,0,0
1,1,1,59,35,0,59,1,1,1,85,1,0,173,0,0,0,17,2,0,1,0,0,0,0,2,2,2,2874,158,1,1,2,0,0
1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,2,2,2371,494,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,1,0,0,0,0,2,0,4958403,0,0,0,0,2,0
1,0,1,6,0,0,6,1,0,1,42,0,0,416,0,0,0,23,2,0,2,0,0,0,0,0,2,2,1630,28,1,3,2,0,0
