Presence of JS,Presence of NS,Presence of internal JS,Number of JS,Number of NS,Number of external JS,Number of internal JS,Presence of image,Presence of iframe,Presence of links,Number of image,Number of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,Presence of World Traffic rank,Presence of Country Traffic rank,World Traffic rank,Country Traffic rank,presence of form,No of form,probability0,probability1,Output
1,1,1,21,3,0,21,1,1,1,4,5,0,19,0,0,0,126,3,1,3,4,2,1,0,45,2,0,2089669,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,77,3,0,4,2,0,0,0,9,0,0,0,0,0,0,0,2,1
1,1,1,24,1,0,24,1,0,1,2,0,0,57,0,0,0,54,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,60,0,0,0,0,0,0,0,2,1
1,0,1,4,0,0,4,1,0,1,7,0,0,8,0,0,0,67,7,0,2,2,0,0,0,4,0,0,0,0,1,1,0,2,1
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,22,3,0,1,0,0,0,0,2,2,2,549267,12538,1,1,0,2,1
1,1,1,5,1,0,5,1,0,1,6,0,0,1,0,0,0,50,5,0,3,0,0,0,0,0,2,0,4908096,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,2,0,0,3,0,0,0,53,3,0,2,0,0,0,0,1,2,2,61171,1455,1,1,0,2,1
1,0,1,10,0,0,10,1,0,1,5,0,0,26,0,0,0,43,3,0,3,3,0,0,0,1,0,0,0,0,1,1,0,2,1
1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,27,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,1,0,0,1,0,0,0,31,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,1
1,1,1,27,1,0,27,1,0,1,4,0,0,23,0,1,0,66,5,0,1,0,0,0,0,20,0,0,0,0,1,2,0,2,1
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,44,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,5,0,0,5,0,0,1,0,0,0,5,0,0,0,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,42,0,0,42,1,1,1,4,1,0,17,0,0,0,58,6,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,1,32,2,0,32,1,1,1,5,1,0,61,0,1,0,51,5,0,3,1,0,0,0,0,2,0,5232844,0,1,3,0,2,1
1,0,1,16,0,0,16,0,0,1,0,0,0,2,0,0,0,82,8,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1
1,1,1,32,1,0,32,1,1,1,29,1,0,91,0,0,0,101,5,0,3,5,0,0,0,6,0,0,0,0,1,3,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,144,5,1,3,0,1,3,2,24,2,0,7335438,0,0,0,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84,7,0,1,4,2,0,0,42,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,5,0,0,0,0,4,2,2,1392,1159,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,5,2,2,17890,779,0,0,0,2,1
1,1,1,13,3,0,13,1,1,1,6,1,0,26,0,0,0,126,3,1,3,4,2,1,0,45,2,0,2089669,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,106,4,0,1,0,0,1,0,23,2,0,8298711,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,2,0,0,0,0,0,2,2,302170,111920,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,0,1,0,0,0,0,3,2,2,261102,74294,0,0,0,2,1
1,1,1,11,1,0,11,1,0,1,1,0,0,13,0,0,0,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,6,1,6,1,0,4,3,25,0,0,0,0,0,0,0,2,1
1,0,1,7,0,0,7,1,0,1,3,0,0,6,0,0,0,59,6,0,3,0,0,0,0,0,0,0,0,0,1,2,0,2,1
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,81,6,1,2,1,0,0,0,4,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,3,0,3,6,0,1,2,60,2,0,6855088,0,0,0,0,2,1
1,0,1,7,0,0,7,1,0,1,30,0,0,7,0,0,0,21,3,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,6,2,2,17890,779,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,6,1,7,3,3,2,3,38,0,0,0,0,0,0,0,2,1
1,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,37,3,0,2,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,0,1,5,0,0,5,0,0,1,0,0,0,5,0,0,0,40,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,1,2,1,0,1,0,21,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,52,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,3,0,3,6,0,1,2,55,2,0,6855088,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,6,1,2,1,0,1,0,60,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,1,3,0,1,0,28,0,0,0,0,0,0,0,2,1
1,1,1,30,1,0,30,1,0,1,29,0,0,89,0,0,0,52,3,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,126,3,2,3,0,4,5,3,17,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,3,0,3,7,0,1,2,53,2,0,6855088,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,1,2,2,1,3,2,42,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,45,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,57,0,0,0,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,68,5,0,1,0,0,0,0,24,2,0,6660907,0,0,0,0,2,1
1,0,1,19,0,0,19,1,0,1,2,0,0,18,0,0,0,74,6,0,3,4,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,58,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,7,1,2,1,0,1,0,80,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,3,0,3,6,0,1,2,54,2,0,6855088,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,64,0,0,0,0,0,0,0,2,1
1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,40,3,0,2,0,0,0,0,2,2,2,30758,49426,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,84,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,3,0,1,0,32,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,4,0,5,0,0,0,0,20,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,13,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,62,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,2,0,0,3,0,0,0,64,4,0,3,0,0,0,0,2,2,2,61171,1455,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,3,0,3,6,2,0,2,57,2,0,6855088,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,13,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,68,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,42,3,0,2,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,1,3,0,1,0,32,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,1,2,1,0,1,0,44,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,1,2,1,0,1,0,21,0,0,0,0,0,0,0,2,1
1,0,1,28,0,0,28,0,0,1,0,0,0,1,0,0,0,116,7,2,5,3,2,2,1,7,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,82,5,0,1,4,0,0,0,35,0,0,0,0,0,0,0,2,1
1,1,1,14,1,0,14,1,0,1,2,0,0,31,0,0,0,64,7,0,2,0,0,0,0,6,0,0,0,0,1,4,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,41,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,1,0,0,2,0,0,0,163,3,1,8,4,0,3,2,36,2,2,104717,36397,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,5,1,2,0,0,2,1,29,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,0,2,0,1179626,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,36,0,0,0,0,0,0,0,2,1
1,0,1,24,0,0,24,1,0,1,4,0,0,42,0,1,0,256,5,1,2,5,3,3,0,48,2,0,3061300,0,0,0,0,2,1
1,1,1,15,1,0,15,1,0,1,13,0,0,64,0,0,0,97,4,0,3,2,1,0,0,35,2,2,1728,1206,0,0,0,2,1
1,0,1,15,0,0,15,0,0,1,0,0,0,1,0,0,0,28,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,1
1,1,1,27,1,0,27,1,0,1,4,0,0,23,0,1,0,65,4,0,1,0,0,0,0,22,0,0,0,0,1,2,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,24,2,0,6660907,0,0,0,0,2,1
1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,54,5,0,3,0,0,0,0,4,2,2,30758,49426,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,1,3,0,1,0,27,0,0,0,0,0,0,0,2,1
1,0,1,7,0,0,7,1,0,1,1,0,0,24,0,0,0,69,6,0,2,2,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,0,0,64,5,1,5,0,0,1,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,1,2,1,0,1,0,44,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,84,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,8,0,2,6,0,0,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,56,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,35,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,1,2,1,0,1,0,41,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,7,1,2,1,0,1,0,84,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7,1,2,1,0,1,0,76,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,3,0,3,6,0,1,2,45,2,0,6855088,0,0,0,0,2,1
1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,33,3,1,1,0,0,1,0,2,2,0,6982767,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,8,1,2,2,1,3,2,44,0,0,0,0,0,0,0,2,1
1,0,1,15,0,0,15,0,0,1,0,0,0,1,0,0,0,33,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,3,1,0,0,0,0,2,2,253796,39288,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,1,2,1,0,1,0,41,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,10,0,0,10,1,0,1,16,0,0,63,0,0,0,36,3,0,3,1,0,0,0,4,0,0,0,0,1,1,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3,0,3,6,0,1,2,51,2,0,6855088,0,0,0,0,2,1
1,1,1,27,1,0,27,1,0,1,4,0,0,23,0,1,0,66,5,0,1,0,0,0,0,22,0,0,0,0,1,2,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,63,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,1
1,0,1,15,0,0,15,0,0,1,0,0,0,2,0,0,0,135,3,0,3,2,0,0,0,8,0,0,0,0,0,0,0,2,1
1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,144,3,0,3,2,0,0,0,10,2,2,30758,49426,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,70,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,0,1,0,63,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6,1,2,1,0,1,0,63,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,2,0,0,3,0,0,0,64,4,0,3,0,0,0,0,2,2,2,61171,1455,1,1,0,2,1
1,0,1,15,0,0,15,1,0,1,2,0,0,48,0,1,0,51,4,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,1
1,0,1,15,0,0,15,0,0,1,0,0,0,2,0,0,0,105,3,0,3,2,0,0,0,10,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,69,5,0,1,5,0,0,0,21,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,51,0,0,0,0,0,0,0,2,1
1,0,1,5,0,0,5,1,0,1,3,0,0,22,0,0,0,34,3,0,2,0,0,0,0,0,2,0,1280393,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,3,0,3,6,0,1,2,59,2,0,6855088,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,57,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,6,1,2,1,0,1,0,51,0,0,0,0,0,0,0,2,1
1,0,1,15,0,0,15,0,0,1,0,0,0,2,0,0,0,31,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,1,2,1,0,1,0,44,0,0,0,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,24,2,0,6660907,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,44,3,0,3,0,0,0,0,5,2,2,6001,2145,0,0,0,2,1
1,1,1,5,1,0,5,0,0,1,0,0,0,1,0,0,0,107,9,1,2,0,3,1,0,11,2,0,6100626,0,0,0,0,2,1
1,0,1,10,0,0,10,1,0,1,16,0,0,63,0,0,0,50,3,0,4,0,0,0,0,2,0,0,0,0,1,1,0,2,1
1,1,1,4,1,0,4,0,0,1,0,0,0,1,0,0,0,38,3,0,2,1,0,0,0,3,2,2,4255,1914,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,3,0,0,2,0,0,0,37,4,0,2,0,0,0,0,1,2,2,307132,30533,1,1,0,2,1
1,0,1,24,0,0,24,1,0,1,4,0,0,42,0,1,0,252,5,1,2,5,3,1,0,45,2,0,3061300,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,31,3,0,2,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,1,2,1,0,1,0,20,0,0,0,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,19,2,0,6660907,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,135,6,1,4,1,0,7,6,17,2,2,6001,2145,0,0,0,2,1
1,1,1,5,1,0,5,0,0,1,0,0,0,1,0,0,0,113,9,1,2,0,3,0,0,11,2,0,6100626,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,24,2,0,6660907,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3,0,3,7,0,1,2,51,2,0,6855088,0,0,0,0,2,1
1,1,1,25,1,0,25,1,1,1,22,1,0,30,0,0,0,78,3,0,7,3,0,0,0,11,2,2,104717,36397,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,54,3,0,5,2,0,0,0,6,0,0,0,0,0,0,0,2,1
1,0,1,4,0,0,4,1,1,1,3,4,0,55,0,0,0,50,4,0,3,0,0,0,0,3,0,0,0,0,1,6,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,21,2,0,6660907,0,0,0,0,2,1
1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,125,10,1,1,3,0,3,0,6,0,0,0,0,0,0,0,2,1
1,1,1,5,1,0,5,0,0,1,0,0,0,1,0,0,0,103,5,0,2,0,0,0,0,21,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,1,2,1,0,1,0,19,0,0,0,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,24,2,0,6660907,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,69,6,0,1,0,0,0,0,19,2,0,6660907,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,6,1,2,1,1,4,2,51,0,0,0,0,0,0,0,2,1
1,1,1,35,2,0,35,1,1,1,5,1,0,52,0,0,0,232,8,1,3,2,1,3,2,86,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,2,0,0,0,0,0,2,0,7331405,0,0,0,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37,3,0,3,2,0,0,0,6,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,188,6,2,4,1,0,3,1,36,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,2,0,0,0,0,19,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,1,1,1,1,0,12,0,0,0,168,9,2,4,0,1,5,5,12,2,0,5261646,0,1,1,0,2,1
1,0,1,36,0,0,36,1,1,1,2,1,0,35,0,0,0,40,5,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,53,3,0,2,0,0,0,0,5,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,77,6,0,2,0,0,0,0,21,2,0,6660907,0,0,0,0,2,1
1,1,1,27,1,0,27,1,0,1,4,0,0,23,0,1,0,66,5,0,1,0,0,0,0,21,0,0,0,0,1,2,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,8,1,2,2,1,3,2,43,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,2,0,0,0,0,12,2,0,6429140,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,135,3,0,4,1,0,1,0,18,2,2,30758,49426,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,43,3,0,2,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,55,3,0,2,2,0,0,0,8,2,2,6001,2145,0,0,0,2,1
1,0,1,3,0,0,3,0,1,1,0,1,0,13,0,0,0,26,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,1,12,1,0,12,1,0,1,8,0,0,51,0,0,0,138,10,0,1,0,0,1,0,27,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,1,0,0,0,0,12,2,0,6429140,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,1,2,2,1,3,2,45,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,4,0,0,0,48,3,0,2,0,0,0,0,7,2,2,6001,2145,0,0,0,2,1
1,0,1,12,0,0,12,0,0,1,0,0,0,1,0,0,0,68,5,0,1,0,0,0,0,19,2,0,6660907,0,0,0,0,2,1
1,1,1,27,1,0,27,1,0,1,4,0,0,23,0,1,0,65,4,0,1,0,0,0,0,21,0,0,0,0,1,2,0,2,1
