Presence of JS,Presence of NS,Presence of internal JS,Presence of image,Presence of iframe,Presence of links,Number of JS,Number of NS,Number of internal JS,Number of image,Nuber of iframes,Number of links,Number of sms API call,Number of tel API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,2,0,0,0,0,0,0,0,0.457036133810098,0.542963866189892,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,2,0,0,0,0,16,0,0,0.284893435902512,0.715106564097485,0,0,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,36,3,0,8,0,0,0,0,0,1759903,0,0.0861043780666,0.913895621933391,1,1,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,57,3,0,5,4,0,0,0,4,6001,2145,0.359924566856177,0.640075433143836,0,0,1
0,0,0,1,0,1,0,0,0,2,0,7,0,3,44,4,0,3,0,0,0,0,0,211659,31481,0.377191648284066,0.622808351715924,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,5,0,0,0.273240248339056,0.726759751660944,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,0,0,1,0,0,0,0,0.276236339598202,0.723763660401796,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,1,0,0,0,0,0,0,0,0.446638540332721,0.553361459667272,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,15,1,0,0,0,0,0,0,0.306089818369314,0.693910181630681,0,0,1
1,0,1,1,0,1,11,0,11,1,0,5,0,0,45,5,0,2,0,0,0,0,10,13884,10330,0.429945568567983,0.570054431432018,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,4,0,0,0,0,0,0,0,0.354950374651336,0.64504962534866,0,0,1
1,0,1,1,0,1,11,0,11,1,0,5,0,0,44,5,0,2,0,0,0,0,10,13884,10330,0.43367257170456,0.566327428295434,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,4,0,0,0,0,0,0,0,0.359022077483562,0.640977922516447,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,24,3,0,1,1,0,0,0,1,0,0,0.462004998409339,0.537995001590673,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,40,3,0,2,0,0,0,0,3,6001,2145,0.427451087326426,0.572548912673579,0,0,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,34,3,0,5,0,0,0,0,0,1759903,0,0.088365460050214,0.911634539949796,1,1,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,24,3,0,1,1,0,0,0,1,0,0,0.462004998409339,0.537995001590673,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,5,0,0,0.273240248339056,0.726759751660944,0,0,1
1,0,1,0,0,1,1,0,1,0,0,1,0,0,42,3,0,2,2,0,0,0,0,0,0,0.408587956567875,0.591412043432131,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,54,5,0,7,0,0,0,0,0,84744,615,0.358651228064411,0.641348771935599,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,2,0,0,0,0,0,96346,35974,0.382287144513406,0.617712855486608,0,0,1
1,1,1,1,0,1,29,1,29,2,0,36,0,0,73,7,1,5,1,0,0,0,6,3616084,0,5.3537171683739E-05,0.99994646282832,1,1,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,37,3,0,2,1,0,0,0,3,6001,2145,0.437381856356401,0.562618143643608,0,0,1
1,1,1,1,1,0,26,1,26,1,1,0,0,0,35,3,0,2,1,0,0,0,0,0,0,0.516630419272835,0.483369580727162,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,2,0,0,0,0,0,0,0,0.415720092226191,0.584279907773806,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,2,0,0,0,0,0,0,0,0.43177697348066,0.56822302651934,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,38,3,0,1,1,0,0,0,0,0,0,0.439752592921733,0.560247407078263,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,2,0,0,0,0,17,0,0,0.326836775009994,0.673163224990015,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,2,0,0,0,0,0,0,0,0.42230982646192,0.57769017353807,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,36,3,0,2,1,0,0,0,0,0,0,0.446071895546877,0.553928104453125,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,6,0,0,1,0,15,7498,4879,0.270843309572037,0.729156690427963,0,0,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,35,3,0,11,0,0,0,0,0,1759903,0,0.086897245484977,0.913102754515029,1,1,1
1,0,1,1,0,0,3,0,3,2,0,0,0,0,73,5,1,5,1,1,2,1,2,0,0,0.284614460725184,0.715385539274809,1,1,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,38,3,0,11,0,0,0,0,0,1759903,0,0.083817021640263,0.916182978359727,1,1,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,44,3,0,1,2,0,0,0,0,0,0,0.417333465291407,0.582666534708581,1,1,1
1,1,1,1,0,1,1,1,1,2,0,26,0,0,73,3,1,6,1,0,1,0,5,2564456,0,0.003756322795882,0.996243677204106,1,1,1
1,0,1,1,0,0,3,0,3,2,0,0,0,0,57,4,0,22,1,0,0,0,0,0,0,0.353330961140112,0.64666903885989,1,1,1
1,1,1,0,0,0,3,1,3,0,0,0,0,0,73,5,0,5,2,0,0,0,1,0,0,0.283425241050031,0.716574758949964,0,0,1
1,1,1,1,0,1,10,47,10,25,0,998,0,0,43,3,0,1,0,0,0,0,0,0,0,0.999999999995737,4.26951193374481E-12,1,4,1
0,0,0,1,0,1,0,0,0,1,0,10,0,0,43,4,0,2,1,0,0,0,6,0,0,0.403499590501056,0.59650040949894,1,1,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,32,3,0,2,0,0,0,0,0,1759903,0,0.090595477386564,0.909404522613434,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,2,1,0,0,0,0,0,0,0.401108112224304,0.598891887775692,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,4,0,0,0,0,0,0,0,0.371215908853801,0.628784091146209,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,96346,35974,0.401352946870441,0.598647053129559,0,0,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,33,3,0,5,0,0,0,0,0,1759903,0,0.089368533705097,0.910631466294913,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,3,0,0,0,0,17,0,0,0.301246574175171,0.698753425824834,0,0,1
1,1,1,1,0,1,65,1,65,19,0,117,0,0,32,5,0,2,0,0,0,0,0,930973,51019,0.608962612464398,0.391037387535602,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,5,2,0,0,0,10,0,0,0.279458907541603,0.720541092458402,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,41,5,0,4,2,0,0,0,0,9755251,0,1.3931334781487E-30,1,0,0,1
1,1,1,1,0,1,9,1,9,67,0,201,0,0,28,4,0,4,1,0,0,0,0,1633642,33261,0.424854013316491,0.575145986683511,1,4,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,73,4,0,4,1,0,1,0,15,0,0,0.270091082259031,0.729908917740968,0,0,1
1,1,1,1,0,1,65,1,65,19,0,117,0,0,31,4,0,2,0,0,0,0,0,930973,51019,0.612006362087627,0.387993637912374,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,2,0,0,0,0,18,5376059,0,4.21122279849326E-10,0.999999999578876,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,2,0,0,0,0,18,6727685,0,3.99346566891119E-15,1,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,27,3,0,1,1,0,0,0,0,0,0,0.472852673121987,0.527147326878023,1,1,1
1,0,1,1,0,1,24,0,24,2,0,17,0,0,40,3,1,1,0,0,1,0,1,429712,0,0.470941962647586,0.529058037352403,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,0,1,0,2,0,0,0.275685891427405,0.724314108572599,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,5,1,0,0,0,3,0,0,0.356546182292034,0.643453817707959,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,6,1,0,0,0,0,0,0,0.276153772756179,0.723846227243809,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,4,0,0,0,0,12,0,0,0.269106297220644,0.73089370277936,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,5,3,0,0,0,0,0,0,0.346543458261958,0.653456541738037,0,0,1
1,1,1,1,1,1,79,554,79,1169,1,1294,0,0,27,3,0,1,1,0,0,0,0,0,0,1,9.45268275642108E-37,1,1,1
1,0,1,1,1,1,13,0,13,19,3,4,0,0,40,3,0,2,0,0,0,0,0,0,0,0.479419226046096,0.520580773953901,0,0,1
1,1,1,1,0,1,15,1,15,1,0,94,0,0,57,3,0,7,0,0,0,0,0,0,0,0.4868235202671,0.513176479732908,0,0,1
1,0,1,1,0,1,22,0,22,12,0,29,0,0,73,6,0,7,1,0,0,0,0,8138172,0,1.28512527972623E-21,1,0,0,1
1,0,1,0,0,0,2,0,2,0,0,0,0,0,52,3,0,7,2,0,0,0,0,0,0,0.372180754380496,0.627819245619496,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,6,0,5,0,1,0,0,6,1,1,0.273743369624966,0.726256630375026,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,4,0,0,0,0,2,0,0,0.357540995082405,0.642459004917582,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,6,0,5,0,1,0,0,4,1,1,0.274948462857954,0.72505153714204,0,0,1
1,1,1,0,0,1,14,1,14,0,0,6,0,0,73,6,1,5,1,0,0,0,0,0,0,0.315818528051836,0.684181471948173,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,52,3,1,5,1,0,1,0,3,6001,2145,0.381610126444644,0.618389873555356,0,0,1
1,1,1,1,1,0,35,4,35,3,2,0,0,0,34,5,0,1,1,0,0,0,0,2605356,0,0.009839310762985,0.990160689237013,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,1,0,0,0,6,0,0,0.272702930774049,0.727297069225945,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,1,2,1,6,8094126,0,1.38945566117931E-21,1,0,0,1
1,0,1,1,0,1,1,0,1,1,0,3,0,0,53,3,0,4,2,0,0,0,0,4845735,0,2.86984821867825E-08,0.99999997130152,0,0,1
1,0,1,1,0,1,2,0,2,4,0,15,0,0,44,3,0,1,3,0,0,0,0,0,0,0.416586494681194,0.583413505318814,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,0,0,0,0,0,0,0,0.443830301171152,0.556169698828849,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,43,3,0,3,0,0,0,0,3,6001,2145,0.416663128814438,0.58333687118555,0,0,1
1,0,1,0,1,1,39,0,39,0,1,14,0,0,63,4,1,5,0,0,1,0,3,5610231,0,1.32410131522921E-10,0.999999999867583,0,0,1
1,0,1,0,0,1,2,0,2,0,0,1,0,0,35,4,0,1,1,0,0,0,8,0,0,0.429123864199491,0.570876135800495,1,1,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,35,3,0,2,0,0,0,0,0,0,0,0.433833056927205,0.566166943072804,0,0,1
1,0,1,1,0,1,2,0,2,4,0,15,0,0,30,3,0,1,1,0,0,0,0,0,0,0.462611005669695,0.537388994330304,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,0,0,0,0,0,0,0,0.443830301171152,0.556169698828849,0,0,1
1,0,1,1,0,1,8,0,8,1,0,7,0,0,55,3,0,5,4,0,0,0,0,0,0,0.381856871296291,0.618143128703718,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,5,1,0,0,0,0,8320628,0,9.73237158641898E-23,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,5,1,0,0,0,0,0,0,0.325369977503071,0.674630022496926,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0.277001656603921,0.722998343396082,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,5,0,0,0,0,20,0,0,0.263404742468893,0.736595257531114,0,0,1
0,0,0,1,0,1,0,0,0,1,0,2,0,0,73,3,1,6,1,0,0,0,4,0,0,0.27620644344775,0.723793556552259,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,5,0,0,0,0,5,0,0,0.308975228826257,0.69102477117375,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,5,2,0,0,0,10,0,0,0.279458907541603,0.720541092458402,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,45,3,0,2,1,0,0,0,3,6001,2145,0.409462794326339,0.590537205673667,0,0,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,73,4,0,4,1,0,1,0,19,0,0,0.267084306865165,0.732915693134824,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,2,1,0,0,0,0,0,0,0.401772130524369,0.598227869475645,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0.276455901262964,0.723544098737028,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,6,0,5,0,0,0,0,6,1,1,0.2737549658994,0.726245034100607,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0.276811118276242,0.723188881723758,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,6,0,0,0,0,10,7496,1920,0.272203487982477,0.727796512017531,0,0,1
1,0,1,1,0,1,5,0,5,2,0,36,0,0,73,3,1,5,0,0,0,0,0,4371035,0,5.15743087727975E-07,0.999999484256923,1,1,1
1,0,1,0,0,0,2,0,2,0,0,0,0,0,31,3,0,3,0,0,0,0,0,0,0,0.446439266246274,0.553560733753735,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,2,0,0,0,0,0,368607,72484,0.201700783830201,0.7982992161698,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,5,1,0,0,0,0,0,0,0.307729490579153,0.69227050942086,0,0,1
1,0,1,1,0,1,5,0,5,24,0,15,0,0,73,5,1,6,1,0,0,0,5,0,0,0.319888180443149,0.680111819556854,1,1,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,23,3,0,2,0,0,0,0,1,19692,433,0.467087004831205,0.532912995168789,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0.277001656603921,0.722998343396082,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,0,0,0,0,3,4483987,67439,2.1321842523844E-07,0.999999786781581,0,0,1
1,0,1,0,0,0,2,0,2,0,0,0,0,0,73,5,1,5,1,0,0,0,0,0,0,0.281372717025686,0.718627282974316,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,39,3,0,2,3,0,0,0,3,6001,2145,0.430475765210378,0.569524234789613,0,0,1
1,0,1,1,0,1,3,0,3,1,0,2,0,0,63,3,0,5,0,0,0,0,2,0,0,0.330005414722466,0.669994585277532,0,0,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,32,3,0,2,0,0,0,0,0,0,0,0.441172252185313,0.558827747814679,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,25,3,0,2,0,0,0,0,0,0,0,0.462256545498164,0.537743454501841,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,24,3,0,1,0,0,0,0,0,0,0,0.465002983831529,0.53499701616847,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,1,1,0,0,0,8,0,0,0.412945592717356,0.587054407282637,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,59,3,0,5,0,0,0,0,3,6001,2145,0.352531114300208,0.647468885699782,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,73,7,0,6,0,1,0,0,0,851104,0,0.18711060913824,0.812889390861757,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,8,0,0,0,0,1,5931,2457,0.278107796422079,0.721892203577911,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,6,0,5,0,0,0,0,7,1,1,0.273133790510109,0.726866209489882,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,28,3,0,2,0,0,0,0,0,0,0,0.454358166012652,0.545641833987351,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,2,3,0,0,2,0,0,874090,59569,0.14801978794361,0.851980212056398,0,0,1
1,0,1,0,0,1,2,0,2,0,0,1,0,0,22,3,0,1,1,0,0,0,0,0,0,0.470948819280748,0.529051180719251,1,1,1
1,0,1,1,0,1,11,0,11,1,0,1,0,0,25,3,0,2,1,0,0,0,0,0,0,0.492721119796232,0.507278880203771,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,1,0,0,0,0,3,4483987,67439,2.13022234367894E-07,0.999999786977776,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0.276811118276242,0.723188881723758,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,5,0,0,0,0,0,0,0,0.346481679789603,0.653518320210403,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,40,3,0,3,0,0,0,0,0,0,0,0.417215293596178,0.582784706403825,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,30,3,0,2,0,0,0,0,0,0,0,0.448789946724172,0.55121005327583,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,37,3,0,2,0,0,0,0,7,6001,2145,0.434533375364217,0.565466624635794,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,49,3,0,5,1,0,0,0,3,6001,2145,0.393566051993388,0.606433948006605,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,1,2,1,5,8094126,0,1.39371388030636E-21,1,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,39,3,0,2,0,0,0,0,3,6001,2145,0.430860446523614,0.569139553476393,0,0,1
1,0,1,1,0,1,2,0,2,4,0,15,0,0,39,3,0,2,1,0,0,0,0,0,0,0.434240024643323,0.565759975356673,1,1,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,24,3,0,1,0,0,0,0,1,0,0,0.464324705443728,0.535675294556282,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,26,3,0,2,0,0,0,0,0,0,0,0.459684720945095,0.540315279054917,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,43,3,0,3,0,0,0,0,3,6001,2145,0.416663128814438,0.58333687118555,0,0,1
0,0,0,1,0,1,0,0,0,2,0,11,0,0,28,3,0,1,0,0,0,0,0,30071,1567,0.459262111527408,0.540737888472585,0,0,1
1,1,1,1,1,1,55,5,55,9,2,3,0,0,65,4,1,6,1,0,2,2,4,2605356,0,0.00857142463202,0.991428575367975,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,4,0,0,0,0,0,0,0,0.342310685012125,0.657689314987883,0,0,1
1,0,1,1,0,1,26,0,26,9,0,48,0,0,73,7,1,6,1,0,0,0,6,0,0,0.390244812672648,0.609755187327355,1,2,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,41,3,0,2,1,0,0,0,3,6001,2145,0.423858758184027,0.576141241815973,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,1,0,0,0,0,3,4483987,67439,2.10775041605241E-07,0.999999789224966,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,6,1,0,0,0,0,0,0,0.362281702379462,0.637718297620547,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,1,6,1,1,2,1,7,0,0,0.290097661517529,0.709902338482471,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,9,0,0,0.270919580262987,0.729080419737016,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,1,4832418,0,2.05895769786339E-08,0.999999979410433,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,7,1,0,0,0,0,0,0,0.275978721632148,0.72402127836785,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,5,0,0,0,0,0,0,0,0.27646385077712,0.72353614922287,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,1,0,0,0,0,0,0,0.454574415526709,0.545425584473305,0,0,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,38,3,0,2,0,0,0,0,0,0,0,0.438355614753178,0.561644385246831,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0.315655745866248,0.68434425413376,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,57,6,0,5,0,0,0,0,12,0,0,0.33834656246897,0.661653437531036,0,0,1
0,0,0,0,0,1,0,0,0,0,0,15,0,0,58,4,0,4,0,0,0,0,19,0,0,0.335828508776914,0.664171491223091,1,1,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,39,3,0,1,0,0,0,0,0,0,0,0.435228031097098,0.56477196890289,1,1,1
0,0,0,0,0,1,0,0,0,0,0,3,0,0,43,4,0,3,1,0,0,0,6,7780914,0,8.74702627285839E-20,1,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,70,7,0,5,3,0,0,0,7,0,0,0.285963412702161,0.714036587297825,0,0,1
0,0,0,1,0,1,0,0,0,1,0,1,0,0,73,3,1,4,0,0,1,0,5,8656538,0,1.60485704867668E-24,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,1,0,0,0,0,0,0,0.464705866936485,0.535294133063505,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,5,2,0,0,0,0,0,0,0.374874572388444,0.625125427611546,0,0,1
0,0,0,1,0,1,0,0,0,1,0,2,0,0,32,3,0,2,0,0,0,0,0,0,0,0.439971943334479,0.560028056665514,0,0,1
1,0,1,0,0,0,4,0,4,0,0,0,0,0,24,2,0,1,0,0,0,0,0,0,0,0.472004758379852,0.527995241620152,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,5,1,6,2,0,0,0,0,0,0,0.276988149397803,0.723011850602202,0,0,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,32,3,0,1,2,0,0,0,0,0,0,0.457276352662105,0.542723647337892,1,1,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,5,1,6,2,0,0,0,0,0,0,0.276988149397803,0.723011850602202,0,0,1
1,0,1,0,0,0,3,0,3,0,0,0,0,0,73,5,0,5,0,0,0,0,16,265032,163182,0.001245586841886,0.998754413158124,0,0,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,65,3,1,6,0,0,2,2,13,0,0,0.306554863163624,0.693445136836365,0,0,1
0,0,0,0,0,1,0,0,0,0,0,15,0,0,58,4,0,4,0,0,0,0,17,0,0,0.337567417000287,0.662432582999723,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0.315655745866248,0.68434425413376,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,33,3,0,1,1,0,0,0,0,0,0,0.455697294681949,0.544302705318063,1,1,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,4,0,5,8,0,0,0,0,9310,2916,0.27931094794015,0.720689052059836,0,0,1
1,0,1,1,0,1,14,0,14,2,0,22,0,1,61,7,0,4,0,1,0,0,0,0,0,0.383869381036589,0.616130618963414,1,4,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,73,6,0,5,0,1,0,0,6,1,1,0.273743369624966,0.726256630375026,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,10,0,0,0.270263008165498,0.729736991834493,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,6,2,0,0,0,2,0,0,0.377002963317201,0.622997036682802,0,0,1
1,0,1,1,0,1,29,0,29,3,0,76,0,1,41,6,0,2,1,0,0,0,0,0,0,0.577967414457132,0.422032585542874,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,11,1,0,0,0,0,0,0,0.328609573177527,0.671390426822463,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,3,0,0,0,0,0,292521,217,0.42375906451593,0.576240935484063,0,0,1
1,0,1,1,0,1,81,0,81,2,0,21,0,0,73,6,0,5,4,0,0,0,0,5168953,0,7.63410711400115E-09,0.9999999923659,1,1,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,39,3,0,2,2,0,0,0,0,0,0,0.434737919339763,0.565262080660244,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,0,0,0,0,0,0,0,0.303038093838786,0.696961906161205,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,57,6,0,5,0,0,0,0,12,0,0,0.33834656246897,0.661653437531036,0,0,1
1,0,1,1,0,1,25,0,25,5,0,42,0,0,61,6,0,4,2,0,0,0,0,7967925,0,1.255093104224E-20,1,1,1,1
1,1,1,1,1,1,74,3,74,4,2,88,0,2,73,5,0,4,2,2,0,0,7,2110858,0,0.071417369647914,0.928582630352076,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,6,2,0,0,0,2,0,0,0.369241484006322,0.630758515993678,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0.276455901262964,0.723544098737028,0,0,1
1,0,1,1,0,1,81,0,81,2,0,21,0,0,53,4,0,5,2,0,0,0,0,5168953,0,1.13996873054282E-08,0.999999988600308,1,1,1
1,1,1,1,0,1,26,1,26,1,0,15,0,0,73,9,0,5,1,0,0,0,0,0,0,0.359182334784782,0.640817665215213,1,1,1
1,0,1,1,0,1,2,0,2,4,0,19,0,0,40,3,0,1,1,0,0,0,0,0,0,0.43363187110809,0.566368128891915,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,4,0,0,0.273835067368854,0.726164932631147,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,43,3,0,2,1,0,0,0,0,0,0,0.422145281827781,0.577854718172217,1,1,1
1,0,1,1,0,1,3,0,3,6,0,1,0,0,41,3,1,2,0,0,0,0,0,0,0,0.425399733985693,0.574600266014298,1,1,1
