Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,No of form,Output
4,1,0,4,0,0,0,1,0,0,0,20,2,0,2,0,0,0,0,0,1566,9,1,0
31,1,0,31,98,0,0,209,0,0,0,24,2,0,1,0,0,0,0,0,2975,47,1,0
6,1,0,6,2,0,0,26,0,0,0,22,2,0,1,0,0,0,0,0,3355,318,1,0
6,0,0,6,1,0,0,27,0,0,0,19,2,0,1,0,0,0,0,0,0,0,1,0
165,1,0,165,41,1,0,206,0,0,0,17,2,0,1,0,0,0,0,0,3733,5858,3,0
47,1,0,47,109,5,1,436,0,0,0,22,2,0,1,0,0,0,0,0,660,3,2,0
113,0,0,113,15,0,0,177,0,0,0,20,2,0,1,0,0,0,0,0,1140,349,2,0
38,2,0,38,325,2,0,699,0,0,0,21,2,0,1,0,0,0,0,0,1219,29,4,0
39,2,0,39,106,0,0,241,0,0,0,24,2,0,1,0,0,0,0,0,1144,28,1,0
20,4,0,20,142,1,0,670,0,0,0,21,2,0,1,0,0,0,0,0,3764,5,6,0
36,0,0,36,113,0,0,189,0,0,0,17,2,0,1,0,0,0,0,0,1981,60,1,0
17,1,0,17,303,0,0,344,0,0,0,21,2,0,1,0,0,0,0,0,2785,717,0,0
18,3,0,18,116,0,0,270,0,0,0,17,2,0,1,0,0,0,0,0,14783,5806,0,0
55,0,0,55,111,0,0,1128,0,0,0,21,2,0,2,0,0,0,0,0,2424,271,6,0
24,2,0,24,171,1,0,445,0,0,0,16,2,0,1,0,0,0,0,0,874,31,2,0
42,3,0,42,183,3,1,402,0,0,0,23,2,0,2,0,0,0,0,0,27755,268,0,0
16,0,0,16,24,0,0,64,0,0,0,21,2,0,1,0,0,0,0,0,1120,648,1,0
0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,2938,1756,0,0
13,3,0,13,2,0,0,0,0,0,0,17,2,0,1,0,0,0,0,3,3025,0,0,0
15,2,0,15,2,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,2555,1438,0,0
88,0,0,88,44,0,0,127,0,0,0,19,2,0,1,0,0,0,0,0,5485,288,1,0
1,1,0,1,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,2099,77,0,0
1,1,0,1,0,0,0,2,0,0,0,18,2,0,1,0,0,0,0,1,64003,0,1,0
21,0,0,21,30,0,0,99,0,0,0,19,2,0,1,0,0,0,0,0,6069,1505,2,0
25,2,0,25,45,17,0,229,0,0,0,26,2,0,1,0,0,0,0,0,2134,66,2,0
38,108,0,38,225,0,0,270,0,0,0,17,2,0,1,0,0,0,0,0,2584,73,0,0
70,0,0,70,0,0,0,40,0,0,0,21,2,0,1,0,0,0,0,0,1942,35,0,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,473670,31661,0,0
33,2,0,33,21,1,0,167,0,0,0,20,2,0,1,0,0,0,0,0,2921,77,1,0
14,1,0,14,1,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,144,232,0,0
57,4,0,57,92,1,0,130,0,0,0,21,2,0,1,0,0,0,0,0,3315,833,16,0
0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,17,2,0,2,0,0,0,0,0,2314,171,0,0
19,1,0,19,69,1,0,245,0,0,0,20,2,0,1,0,0,0,0,0,7472,978,1,0
34,1,0,34,15,1,0,154,0,0,0,15,2,0,1,0,0,0,0,0,6594,3365,0,0
20,3,0,20,19,1,0,70,0,0,0,23,2,0,1,0,0,0,0,0,546,391,0,0
7,0,0,7,110,1,0,308,0,4,0,21,2,0,1,0,0,0,0,0,996941,15379,9,0
37,3,0,37,25,0,0,140,0,0,0,27,2,0,1,0,0,0,0,0,332591,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,4226,47,0,0
46,0,0,46,50,0,0,286,0,3,0,16,2,0,1,0,0,0,0,2,4308,96,2,0
68,82,0,68,192,3,0,1049,0,0,0,15,2,0,1,0,0,0,0,0,2067,35,1,0
5,0,0,5,203,0,0,256,0,0,0,22,2,0,1,0,0,0,0,0,14881,0,1,0
0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,1984,49,0,0
17,1,0,17,38,1,0,74,0,0,0,23,2,0,1,0,0,0,0,0,48025,844,2,0
30,4,0,30,3,1,0,273,0,0,0,21,2,0,2,0,0,0,0,0,4248,16,1,0
10,0,0,10,106,0,0,460,0,0,0,15,2,0,1,0,0,0,0,0,4014296,0,3,0
9,2,0,9,35,1,0,483,0,0,0,14,2,0,1,0,0,0,0,0,1134,1093,5,0
31,1,0,31,81,0,0,301,0,0,0,27,2,0,1,1,0,0,0,0,7320,87,3,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,13597,3610,0,0
16,1,0,16,22,1,0,98,0,2,0,25,2,0,1,0,0,0,0,0,771,491,1,0
10,1,0,10,73,0,0,367,0,0,0,25,2,0,1,0,0,0,0,0,2944,3939,1,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,3301,1905,0,0
28,1,0,28,180,1,0,723,0,0,0,16,2,0,1,0,0,0,0,0,732,19,2,0
30,0,0,30,21,0,0,232,0,0,0,17,2,0,1,0,0,0,0,0,2842,719,1,0
12,0,0,12,4,0,0,479,0,0,0,17,2,0,1,0,0,0,0,1,223421,4853,1,0
28,0,0,28,41,0,0,1041,0,0,0,16,2,0,1,0,0,0,0,0,1345,9,2,0
11,1,0,11,10,0,0,71,0,0,0,23,2,0,1,0,0,0,0,0,9898,1844,0,0
53,1,0,53,25,0,0,488,0,0,0,18,2,0,1,0,0,0,0,0,506,474,1,0
66,2,0,66,63,1,0,251,0,0,0,22,2,0,1,0,0,0,0,0,1917,223,1,0
15,0,0,15,0,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,2316,592,0,0
0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,1899,62,0,0
5,0,0,5,2,0,0,23,0,0,0,17,2,0,1,0,0,0,0,0,5960,2265,1,0
17,2,0,17,80,1,0,374,0,0,0,27,2,0,2,0,0,0,0,0,1590,3,6,0
14,1,0,14,3,1,0,190,0,0,0,24,2,0,1,0,0,0,0,0,22733,473,2,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,2,121582,33593,0,0
36,1,0,36,171,2,0,1028,0,0,0,17,2,0,1,0,0,0,0,0,1618,468,15,0
6,2,0,6,162,0,0,198,0,2,0,20,2,0,2,0,0,0,0,0,4666,7,0,0
6,44,0,6,46,0,0,143,0,0,0,18,2,0,1,0,0,0,0,0,2515,1133,2,0
41,1,0,41,123,2,0,291,0,0,0,20,2,0,1,0,0,0,0,0,5510,1061,3,0
33,3,0,33,57,0,0,290,0,0,0,20,2,0,1,0,0,0,0,0,3061,883,1,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2857,216,0,0
28,2,0,28,99,3,0,735,0,0,0,24,2,0,1,0,0,0,0,0,5309,3424,1,0
28,1,0,28,53,1,0,431,0,0,0,17,2,0,1,0,0,0,0,0,4591,637,2,0
17,1,0,17,178,1,0,309,0,0,0,16,2,0,1,0,0,0,0,0,2471,14,1,0
40,1,0,40,59,0,0,243,0,0,0,23,2,0,1,0,0,0,0,0,1233,3,1,0
0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,0,0,0,0
6,0,0,6,2,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,1474,295,1,0
40,0,0,40,92,0,0,195,0,0,0,19,2,0,1,0,0,0,0,0,906,656,1,0
0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,165729,57615,0,0
8,0,0,8,16,0,0,95,0,0,0,14,2,0,1,0,0,0,0,0,5395,324,1,0
3,0,0,3,10,0,0,12,0,0,0,18,2,0,1,0,0,0,0,0,4236,5506,0,0
19,70,0,19,142,1,0,335,0,0,0,19,2,0,1,0,0,0,0,0,6488,102,3,0
48,6,0,48,52,1,0,255,0,0,0,14,2,0,1,0,0,0,0,0,3154,185,2,0
23,0,0,23,55,0,0,202,0,0,0,14,2,0,1,0,0,0,0,1,2812,81,0,0
0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,3,281,46,0,0
10,1,0,10,17,1,0,88,0,0,0,14,2,0,1,0,0,0,0,0,3314,1825,3,0
16,0,0,16,35,0,0,254,0,0,0,23,2,0,1,0,0,0,0,2,3620,74,1,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,1,0,0,0,0,11368,59,0,0
2,0,0,2,0,0,0,0,0,0,0,24,2,0,1,1,0,0,0,0,9379879,0,0,0
118,6,0,118,101,3,0,465,0,0,0,19,2,0,1,0,0,0,0,0,1879,705,3,0
4,1,0,4,0,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,2718,3,1,0
18,2,0,18,63,1,0,154,0,0,0,15,2,0,1,0,0,0,0,0,1452,11,1,0
24,1,0,24,21,0,0,244,0,0,0,28,2,0,1,0,0,0,0,0,1079,212,3,0
14,2,0,14,1,1,0,0,0,0,0,15,2,0,1,0,0,0,0,0,8992,15,0,0
11,0,0,11,131,0,0,571,0,0,0,29,2,0,1,2,0,0,0,0,3202,847,6,0
0,0,0,0,1,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,965,195,0,0
40,37,0,40,88,0,0,240,0,0,0,16,2,0,1,0,0,0,0,0,3313,594,3,0
1,0,0,1,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,2841,471,0,0
32,3,0,32,36,1,0,149,0,0,0,18,2,0,1,0,0,0,0,0,2894,1439,0,0
55,5,0,55,23,0,0,61,0,0,0,31,2,0,1,0,0,0,0,0,275275,204904,1,0
15,0,0,15,0,0,0,183,0,0,0,22,2,0,1,0,0,0,0,0,5240,31,1,0
21,0,0,21,49,1,0,196,0,0,0,18,2,0,2,0,0,0,0,0,10410,226,1,0
0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,3642,12,0,0
16,0,0,16,35,0,0,270,0,0,0,21,2,0,1,1,0,0,0,0,1217,598,1,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,1796,47,0,0
36,2,0,36,71,1,0,446,0,2,0,25,2,0,1,0,0,0,0,0,883453,13965,3,0
15,1,0,15,70,0,0,444,0,0,0,20,2,0,1,0,0,0,0,0,484,27,2,0
7,0,0,7,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,1370,635,0,0
28,0,0,28,358,0,0,1905,0,0,0,18,2,0,1,0,0,0,0,0,2486,249,1,0
67,4,0,67,19,0,0,139,0,0,0,24,2,0,1,0,0,0,0,0,2302,242,1,0
55,1,0,55,203,2,0,603,0,0,0,23,2,0,1,0,0,0,0,0,2133,8,2,0
9,0,0,9,19,0,0,19,0,0,0,17,2,0,1,0,0,0,0,0,1279,124,0,0
8,0,0,8,151,0,0,168,0,0,0,18,2,0,2,0,0,0,0,0,411,154,1,0
0,0,0,0,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,5049,182,0,0
15,2,0,15,96,0,0,336,0,0,0,21,2,0,1,0,0,0,0,0,1021,38,2,0
15,45,0,15,111,1,0,358,0,0,0,21,2,0,1,0,0,0,0,0,2688,116,0,0
6,0,0,6,5,0,0,17,0,0,0,20,2,0,1,0,0,0,0,0,81954,21491,0,0
14,0,0,14,34,0,0,172,0,0,0,19,2,0,2,0,0,0,0,0,2202,40,9,0
29,1,0,29,54,2,0,264,0,0,0,22,2,0,1,0,0,0,0,0,518,558,2,0
13,0,0,13,30,0,0,317,0,0,0,20,2,0,1,0,0,0,0,0,913,589,2,0
0,0,0,0,0,0,0,2,0,0,0,20,2,0,1,0,0,0,0,0,140938,49094,0,0
13,0,0,13,29,0,0,84,0,0,0,20,2,0,1,0,0,0,0,0,2377,704,1,0
7,1,0,7,34,3,0,139,0,0,0,23,2,0,1,0,0,0,0,0,1496,666,1,0
10,1,0,10,1,1,0,45,0,0,0,16,2,0,1,0,0,0,0,0,1489,110,1,0
21,2,0,21,12,1,0,182,0,0,0,20,2,0,1,0,0,0,0,0,3528,1333,1,0
0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,4850,1454,0,0
21,0,0,21,70,1,0,338,0,0,0,16,2,0,1,0,0,0,0,0,2706,1237,1,0
61,0,0,61,116,0,0,507,0,0,0,22,2,0,1,0,0,0,0,0,7098,4538,1,0
39,4,0,39,142,3,0,645,0,0,0,14,2,0,1,0,0,0,0,0,1322,1630,2,0
15,0,0,15,20,0,0,92,0,0,0,22,2,0,1,0,0,0,0,0,2013,876,3,0
37,3,0,37,86,0,0,193,0,0,0,21,2,0,1,0,0,0,0,0,3366,255,0,0
39,0,0,39,44,0,0,98,0,0,0,23,2,0,1,0,0,0,0,0,2342,1536,1,0
2,0,0,2,0,1,0,13,0,0,0,21,2,0,1,0,0,0,0,0,0,0,1,0
13,1,0,13,15,1,0,107,0,0,0,18,2,0,1,0,0,0,0,0,3155,1367,3,0
65,3,0,65,47,1,0,236,0,0,0,18,2,0,1,0,0,0,0,0,1909,23,5,0
12,0,0,12,13,2,0,31,0,0,0,20,2,0,1,0,0,0,0,0,1637,2648,0,0
56,0,0,56,13,2,0,238,0,0,0,22,2,0,1,0,0,0,0,0,2086,6,0,0
6,1,0,6,40,1,0,55,0,0,0,15,2,0,1,0,0,0,0,0,612,56,0,0
19,2,0,19,31,0,0,99,0,0,0,27,2,0,1,0,0,0,0,0,299265,0,8,0
0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,4594,44,0,0
39,1,0,39,45,3,0,227,0,0,0,19,2,0,1,0,0,0,0,0,14473,1473,1,0
14,1,0,14,40,0,0,409,0,0,0,16,2,0,1,0,0,0,0,0,1978,134,8,0
131,4,0,131,83,1,0,255,0,0,0,24,2,0,1,0,0,0,0,0,2080,640,2,0
21,1,0,21,17,1,0,167,0,0,0,18,2,0,1,0,0,0,0,0,1896,1085,1,0
16,0,0,16,16,0,0,91,0,0,0,19,2,0,1,0,0,0,0,0,1433,63,1,0
38,2,0,38,2,1,0,38,0,0,0,16,2,0,1,0,0,0,0,0,2511,1836,0,0
13,1,0,13,16,0,0,170,0,0,0,15,2,0,1,0,0,0,0,0,444,175,1,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,4347,6954,0,0
1,0,0,1,142,3,0,141,0,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0
62,1,0,62,67,0,0,345,0,0,0,15,2,0,1,0,0,0,0,0,1772,668,2,0
19,3,0,19,3,0,0,97,0,0,0,17,2,0,1,0,0,0,0,0,2710,5,1,0
2,0,0,2,0,0,0,0,0,0,0,13,2,0,1,0,0,0,0,2,225,43,0,0
13,1,0,13,10,1,0,313,0,0,0,17,2,0,1,0,0,0,0,0,130979,49811,2,0
33,3,0,33,137,2,0,812,0,0,0,16,2,0,1,0,0,0,0,0,4412,619,1,0
6,0,0,6,1,0,0,27,0,0,0,18,2,0,1,0,0,0,0,1,0,0,1,0
13,0,0,13,42,0,0,288,0,0,0,16,2,0,1,0,0,0,0,0,723,209,1,0
9,0,0,9,21,0,0,354,0,0,0,21,2,0,1,0,0,0,0,0,6391,52,1,0
2,0,0,2,1,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,5108,2356,0,0
18,0,0,18,11,0,0,16,0,0,0,16,2,0,1,0,0,0,0,0,339128,0,1,0
9,1,0,9,0,1,0,0,0,0,0,22,2,0,1,0,0,0,0,0,2141,4711,0,0
35,1,0,35,20,1,0,266,0,0,0,17,2,0,1,0,0,0,0,2,1622,12,1,0
93,1,0,93,191,2,0,764,0,0,0,16,2,0,1,0,0,0,0,0,2096,31,2,0
10,1,0,10,5,2,0,33,0,0,0,15,2,0,1,0,0,0,0,3,2174,228,2,0
1,0,0,1,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,4664,3706,0,0
6,0,0,6,27,0,0,109,0,0,0,22,2,0,2,0,0,0,0,0,516,9,1,0
7,2,0,7,2,0,1,1,0,0,0,23,2,0,1,0,0,0,0,0,14478,2045,0,0
7,1,0,7,12,1,0,64,0,0,0,20,2,0,1,0,0,0,0,0,1261,1486,2,0
0,0,0,0,0,0,0,0,0,0,0,30,2,0,1,0,0,0,0,0,336075,125148,0,0
22,70,0,22,156,1,0,163,0,2,0,14,2,0,1,0,0,0,0,0,1012,6,0,0
18,0,0,18,1,0,0,775,0,0,0,14,2,0,1,0,0,0,0,1,1825,78,2,0
0,0,0,0,0,0,0,0,0,0,0,30,2,0,1,0,0,0,0,0,4046871,0,0,0
38,1,0,38,94,2,0,386,0,0,0,16,2,0,1,0,0,0,0,0,2778,266,1,0
16,2,0,16,13,1,0,185,0,0,0,15,2,0,1,0,0,0,0,0,1150,1943,1,0
3,0,0,3,4,0,0,269,0,0,0,17,2,0,1,0,0,0,0,0,1956,2146,3,0
10,1,0,10,10,1,0,77,0,0,0,16,2,0,1,0,0,0,0,0,3796,2088,1,0
38,1,0,38,117,0,0,252,0,0,0,19,2,0,2,0,0,0,0,0,3131,3070,0,0
62,1,0,62,67,0,0,185,0,0,0,17,2,0,2,0,0,0,0,0,2951,269,6,0
4,1,0,4,0,0,0,2,0,0,0,19,2,0,1,0,0,0,0,0,1610158,0,1,0
16,1,0,16,3,0,0,63,0,0,0,24,2,0,1,0,0,0,0,0,3923,3081,1,0
13,0,0,13,4,0,0,11,0,0,0,22,2,0,1,0,0,0,0,0,127,21,56,0
6,0,0,6,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,6420,4,1,0
72,2,0,72,3,1,0,9,0,0,0,16,2,0,1,0,0,0,0,0,7068,282,2,0
21,1,0,21,1,1,0,0,0,0,0,15,2,0,1,0,0,0,0,0,4543,3977,0,0
10,1,0,10,22,2,0,22,0,0,0,24,2,0,1,0,0,0,0,0,1303,85,0,0
15,1,0,15,23,1,0,54,0,0,0,21,2,0,1,0,0,0,0,0,653,178,0,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,6568,722,0,0
0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,2272,1164,0,0
40,30,0,40,733,0,0,1000,0,0,0,18,2,0,1,0,0,0,0,1,5560,652,4,0
66,3,0,66,83,0,0,192,0,0,0,33,2,0,2,0,0,0,0,0,4862,8,0,0
0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0,0,1413,696,0,0
13,0,0,13,51,0,0,78,0,0,0,16,2,0,1,0,0,0,0,0,3940,2442,0,0
75,0,0,75,6,0,0,44,0,0,0,16,2,0,1,0,0,0,0,0,2618,632,1,0
25,1,0,25,18,0,0,162,0,0,0,20,2,0,1,0,0,0,0,0,395,388,3,0
17,2,0,17,7,0,0,137,0,0,0,17,2,0,1,0,0,0,0,0,2332,91,1,0
25,5,0,25,27,0,0,72,0,0,0,21,2,0,1,0,0,0,0,0,15690,6557,3,0
89,1,0,89,108,3,0,614,0,0,0,24,2,0,1,0,0,0,0,0,3191,63,4,0
50,1,0,50,105,1,0,438,0,0,0,18,2,0,1,0,0,0,0,2,966,134,0,0
0,0,0,0,0,0,0,2,0,0,0,23,2,0,1,0,0,0,0,0,227353,20309,0,0
25,8,0,25,93,7,0,810,0,0,0,18,2,0,1,0,0,0,0,0,1835,45,7,0
39,15,0,39,51,0,0,257,0,0,0,16,2,0,1,0,0,0,0,0,1966,32,1,0
8,3,0,8,24,0,0,69,0,0,0,18,2,0,1,0,0,0,0,0,3403,1142,0,0
12,1,0,12,1,0,0,22,0,0,0,18,2,0,1,0,0,0,0,0,1553,650,1,0
19,2,0,19,22,3,0,170,0,0,0,17,2,0,1,0,0,0,0,0,4871,1851,0,0
10,0,0,10,6,0,0,65,0,0,0,22,2,0,1,0,0,0,0,0,0,0,3,0
12,0,0,12,36,1,0,87,0,6,0,21,2,0,1,0,0,0,0,0,26721,670,0,0
12,0,0,12,15,0,0,101,0,0,0,17,2,0,1,0,0,0,0,0,1742,312,1,0
19,0,0,19,173,2,0,194,0,0,0,18,2,0,1,0,0,0,0,0,5213,191,1,0
29,0,0,29,178,0,0,593,0,0,0,19,2,0,1,0,0,0,0,0,5741,6414,0,0
30,0,0,30,47,0,0,130,0,0,0,19,2,0,1,0,0,0,0,0,2850,884,1,0
33,5,0,33,129,4,1,373,0,0,0,18,2,0,1,0,0,0,0,0,2722,30,1,0
5,0,0,5,14,0,0,9,0,0,0,19,2,0,1,0,0,0,0,0,1707,58,0,0
28,0,0,28,13,0,0,28,0,0,0,18,2,0,1,0,0,0,0,0,153279,59221,0,0
42,2,0,42,163,1,0,467,0,0,0,24,2,0,1,0,0,0,0,0,1605,3,3,0
94,2,0,94,22,0,0,1205,0,2,0,22,2,0,1,0,0,0,0,0,1737,406,0,0
0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,3211,98,0,0
0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,0,0,0,0
26,3,0,26,74,0,0,564,0,0,0,20,2,0,1,0,0,0,0,0,1991,1215,1,0
15,1,0,15,28,0,0,167,0,0,0,15,2,0,1,0,0,0,0,0,2792,3519,1,0
9,0,0,9,40,0,0,144,0,0,0,14,2,0,1,0,0,0,0,0,6421,173,0,0
0,0,0,0,0,0,0,0,0,0,0,29,2,0,1,0,0,0,0,0,126743,0,0,0
33,23,0,33,23,0,0,260,0,0,0,16,2,0,1,0,0,0,0,0,3697,191,3,0
4,1,0,4,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,1888,1984,0,0
6,0,0,6,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,15230,6,1,0
21,30,0,21,70,0,0,189,0,0,0,22,2,0,1,1,0,0,0,0,5317,2140,1,0
11,0,0,11,9,0,0,28,0,0,0,18,2,0,1,0,0,0,0,0,11031,5540,1,0
10,0,0,10,29,0,0,131,0,0,0,17,2,0,1,0,0,0,0,0,1051,115,0,0
38,0,0,38,22,0,0,105,0,0,0,16,2,0,1,0,0,0,0,0,4132,13,1,0
0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,8090392,0,0,0
22,1,0,22,0,1,0,249,0,0,0,23,2,0,1,0,0,0,0,0,3016,1174,2,0
33,2,0,33,172,2,0,587,0,0,0,20,2,0,1,0,0,0,0,0,2701,36,0,0
18,0,0,18,22,0,0,203,0,0,0,20,2,0,1,0,0,0,0,0,738,93,0,0
4,1,0,4,3,0,0,4,0,0,0,17,2,0,2,0,0,0,0,0,1709,79,0,0
6,0,0,6,2,0,0,1,0,0,0,18,2,0,1,0,0,0,0,0,2671,174,0,0
11,0,0,11,13,0,0,397,0,0,0,19,2,0,2,0,0,0,0,0,1770,303,0,0
76,2,0,76,45,1,0,189,0,0,0,19,2,0,1,0,0,0,0,0,5069,3328,0,0
47,2,0,47,32,1,0,130,0,0,0,21,2,0,1,0,0,0,0,0,1089,258,1,0
120,2,0,120,0,1,0,412,0,0,0,19,2,0,1,0,0,0,0,0,4319,2050,0,0
6,0,0,6,17,1,0,80,0,0,0,16,2,0,1,0,0,0,0,0,1860,11,1,0
70,6,0,70,31,0,0,86,0,0,0,15,2,0,1,0,0,0,0,0,1204,352,3,0
11,1,0,11,221,0,0,370,0,0,0,19,2,0,1,0,0,0,0,0,1200,43,1,0
8,0,0,8,0,0,0,124,0,0,0,17,2,0,1,0,0,0,0,0,3572,1558,1,0
4,0,0,4,5,0,0,12,0,0,0,14,2,0,1,0,0,0,0,0,1164,3948,0,0
32,2,0,32,74,1,0,341,0,0,0,19,2,0,2,0,0,0,0,4,8232,117,1,0
10,3,0,10,0,0,0,3,0,0,0,27,2,0,1,0,0,0,0,0,3390,669,1,0
23,0,0,23,1,0,0,37,0,0,0,18,2,0,1,0,0,0,0,0,4674,230,1,0
40,1,0,40,198,1,0,1015,0,4,0,19,2,0,1,0,0,0,0,0,2236,106,25,0
13,2,0,13,26,1,0,133,0,0,0,25,2,0,1,0,0,0,0,0,2465,599,1,0
7,0,0,7,13,0,0,10,0,0,0,24,2,0,1,0,0,0,0,0,7026,787,0,0
29,1,0,29,146,0,0,267,0,0,0,16,2,0,1,0,0,0,0,2,3518,54,0,0
12,0,0,12,66,0,0,241,0,0,0,21,2,0,1,0,0,0,0,0,746,723,0,0
31,0,0,31,3,1,0,102,0,0,0,17,2,0,1,0,0,0,0,0,905479,0,3,0
19,1,0,19,2,0,0,48,0,0,0,20,2,0,2,0,0,0,0,0,5615,139,1,0
11,1,0,11,5,0,0,136,0,0,0,22,2,0,1,0,0,0,0,0,3198,1548,0,0
14,0,0,14,1,0,0,351,0,0,0,17,2,0,1,1,0,0,0,1,8622,716,1,0
7,1,0,7,93,1,0,707,0,0,0,27,2,0,1,0,0,0,0,0,5056,2703,2,0
16,0,0,16,8,4,0,5,0,0,0,27,2,0,1,0,0,0,0,0,689038,0,1,0
21,1,0,21,30,1,0,76,0,0,0,23,2,0,1,0,0,0,0,0,7869,3516,1,0
30,1,0,30,23,1,0,89,0,0,0,15,2,0,1,0,0,0,0,0,5160,502,1,0
30,1,0,30,80,7,0,317,0,0,0,21,2,0,1,0,0,0,0,0,2679,13,2,0
0,0,0,0,0,0,0,2,0,0,0,14,2,0,1,0,0,0,0,0,7922504,0,0,0
17,1,0,17,3,1,0,49,0,0,0,16,2,0,1,0,0,0,0,0,2407,582,0,0
0,0,0,0,0,0,0,0,0,0,0,28,2,0,2,0,0,0,0,0,3732,214,0,0
69,2,0,69,5,0,0,170,0,0,0,19,2,0,1,0,0,0,0,0,1534,12,1,0
0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,1,1416,50,0,0
7,1,0,7,6,0,0,37,0,0,0,19,2,0,1,0,0,0,0,0,4000,160,1,0
29,1,0,29,55,1,0,139,0,0,0,15,2,0,1,0,0,0,0,0,1927,6,3,0
21,0,0,21,54,0,0,68,0,0,0,18,2,0,1,0,0,0,0,0,5291,4363,0,0
17,1,0,17,2,1,0,625,0,0,0,23,2,0,1,0,0,0,0,0,2303,535,3,0
54,1,0,54,18,0,0,130,0,0,0,24,2,0,2,0,0,0,0,0,2107,145,1,0
48,2,0,48,2,0,0,143,0,0,0,17,2,0,1,0,0,0,0,0,175,63,1,0
38,0,0,38,65,0,0,111,0,0,0,22,2,0,1,0,0,0,0,0,2943,710,0,0
15,0,0,15,8,0,0,43,0,0,0,16,2,0,1,0,0,0,0,0,1192,41,1,0
1,0,0,1,0,0,0,1,0,0,0,24,2,0,2,0,0,0,0,0,4060,54,0,0
0,0,0,0,0,0,0,0,0,0,0,29,2,0,1,0,0,0,0,0,43491,13547,0,0
9,1,0,9,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,5809,289,0,0
9,1,0,9,76,0,0,274,0,0,0,17,2,0,1,0,0,0,0,0,7621,6944,3,0
11,0,0,11,1,0,0,12,0,0,0,22,2,0,1,0,0,0,0,0,21552,1780,1,0
53,2,0,53,14,0,0,41,0,0,0,16,2,0,1,0,0,0,0,0,0,0,2,0
24,1,0,24,7,2,0,300,0,0,0,17,2,0,2,0,0,0,0,0,1520,7,1,0
50,2,0,50,25,1,0,501,0,0,0,18,2,0,1,0,0,0,0,0,2623,8,1,0
13,0,0,13,89,0,0,480,0,0,1,15,2,0,1,0,0,0,0,0,1527,58,2,0
