Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,No of form,Output
1,0,0,1,0,0,0,1,0,0,0,20,2,0,1,0,0,0,0,0,1884,479,0,0
9,2,0,9,3,0,0,16,0,0,1,18,2,0,1,0,0,0,0,0,6982,880,1,0
12,3,0,12,2,1,0,90,0,0,0,18,2,0,1,0,0,0,0,0,26150,215,0,0
16,1,0,16,18,0,0,290,0,0,0,15,2,0,1,0,0,0,0,0,6201,149,14,0
62,112,0,62,115,2,0,378,0,0,0,15,2,0,1,0,0,0,0,0,1793,56,2,0
8,0,0,8,3,0,0,91,0,0,0,22,2,0,2,0,0,0,0,0,0,0,3,0
44,0,0,44,48,0,0,156,0,0,0,20,2,0,1,0,0,0,0,0,900,410,4,0
9,0,0,9,4,0,0,70,0,0,0,18,2,0,1,0,0,0,0,0,6020,2309,1,0
16,0,0,16,74,0,0,196,0,0,0,21,2,0,1,0,0,0,0,0,2535,1901,2,0
0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,2,17960,1106,0,0
18,0,0,18,3,0,0,399,0,0,0,24,2,0,2,0,0,0,0,0,4912,57,0,0
6,0,0,6,9,0,0,71,0,0,0,18,2,0,1,0,0,0,0,0,12888,2599,0,0
0,0,0,0,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,0,5293592,0,0,0
33,1,0,33,142,2,0,421,0,0,0,21,2,0,1,0,0,0,0,0,5058,244,2,0
5,0,0,5,1,0,0,24,0,0,0,26,2,0,1,0,0,0,0,0,928,641,0,0
19,1,0,19,5,0,0,59,0,0,0,20,2,0,1,0,0,0,0,0,187430,50572,1,0
28,1,0,28,5,0,0,66,0,0,0,21,2,0,1,0,0,0,0,0,1483,413,1,0
8,0,0,8,0,0,0,48,0,0,0,20,2,0,1,0,0,0,0,0,6924,2759,1,0
16,1,0,16,98,0,0,297,0,0,0,20,2,0,1,0,0,0,0,0,1024,1034,1,0
37,1,0,37,207,0,0,419,0,0,0,21,2,0,1,0,0,0,0,0,2205,112,1,0
32,0,0,32,19,0,0,67,0,0,0,15,2,0,1,0,0,0,0,0,1500,0,0,0
7,3,0,7,12,1,0,9,0,0,0,16,2,0,1,0,0,0,0,0,4098,205,0,0
59,35,0,59,85,1,0,173,0,0,0,17,2,0,1,0,0,0,0,2,2874,158,1,0
2,0,0,2,0,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,2371,494,0,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,1,0,0,0,0,4958403,0,0,0
6,0,0,6,42,0,0,416,0,0,0,23,2,0,2,0,0,0,0,0,1630,28,3,0
28,0,0,28,108,0,0,158,0,0,0,22,2,0,1,0,0,0,0,0,260,24,2,0
4,1,0,4,0,0,0,1,0,0,0,24,2,0,1,0,0,0,0,0,4987,1092,1,0
6,0,0,6,1,0,0,27,0,0,0,19,2,0,1,0,0,0,0,0,0,0,1,0
5,8,0,5,8,0,0,75,0,0,0,21,2,0,1,0,0,0,0,0,5162,1319,0,0
6,1,0,6,33,2,0,119,0,0,0,22,2,0,1,0,0,0,0,0,2231,987,3,0
42,4,0,42,21,1,1,141,0,0,0,17,2,0,1,0,0,0,0,0,2475,337,1,0
51,0,0,51,96,0,0,400,0,0,0,18,2,0,1,0,0,0,0,0,3377,1540,0,0
24,2,0,24,648,1,0,740,0,0,0,17,2,0,1,0,0,0,0,0,561,29,1,0
62,2,0,62,93,3,0,686,0,0,0,16,2,0,1,0,0,0,0,0,4018,9,6,0
6,0,0,6,24,0,0,96,0,0,0,18,2,0,1,0,0,0,0,0,1080,289,0,0
12,3,0,12,85,0,0,411,0,0,0,23,2,0,1,0,0,0,0,0,11208,3323,4,0
10,0,0,10,1,0,0,19,0,0,0,14,2,0,1,0,0,0,0,0,4741,3271,0,0
17,2,0,17,2,0,0,126,0,0,0,17,2,0,1,0,0,0,0,0,6121152,0,1,0
36,2,0,36,55,3,0,767,0,1,0,21,2,0,1,0,0,0,0,0,481,255,4,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,1472,387,0,0
16,0,0,16,41,0,0,413,0,0,0,24,2,0,2,0,0,0,0,0,12082,217,4,0
8,1,0,8,28,1,0,81,0,0,0,16,2,0,1,0,0,0,0,0,651,431,0,0
12,0,0,12,12,0,0,105,0,0,0,14,2,0,1,0,0,0,0,0,1952,7,0,0
20,1,0,20,43,1,0,162,0,0,0,19,2,0,1,0,0,0,0,0,1115,15,5,0
0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,2723,118,0,0
49,2,0,49,18,1,0,123,0,0,0,18,2,0,1,0,0,0,0,0,1774,12,1,0
14,2,0,14,193,1,0,194,0,0,0,14,2,0,1,0,0,0,0,0,465,17,0,0
21,1,0,21,14,1,0,135,0,0,0,22,2,0,1,0,0,0,0,0,349,11,1,0
32,1,0,32,33,1,0,119,0,0,0,19,2,0,1,0,0,0,0,0,1775,51,3,0
13,0,0,13,29,0,0,47,0,0,0,14,2,0,1,0,0,0,0,0,2435,43,0,0
9,0,0,9,2,1,0,9,0,0,0,26,2,0,1,0,0,0,0,0,3257,198,0,0
1,1,0,1,0,0,0,1,0,0,0,16,2,0,1,0,0,0,0,0,1953,431,1,0
29,0,0,29,41,0,0,297,0,0,0,17,2,0,1,0,0,0,0,0,0,0,3,0
13,0,0,13,255,0,0,265,0,0,0,16,2,0,1,0,0,0,0,0,7047,396,1,0
0,0,0,0,0,0,0,5,0,0,0,20,2,0,1,0,0,0,0,0,261597,5191,0,0
31,0,0,31,6,0,0,442,0,0,0,17,2,0,1,0,0,0,0,0,3088,83,1,0
17,1,0,17,64,0,0,207,0,0,0,20,2,0,1,0,0,0,0,0,2672,3,1,0
6,0,0,6,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,9286,7,1,0
19,1,0,19,8,0,0,13,0,0,0,17,2,0,1,0,0,0,0,0,58056,1844,0,0
12,2,0,12,6,2,0,140,0,0,0,21,2,0,1,0,0,0,0,0,3613,663,1,0
7,1,0,7,3,0,0,25,0,0,0,20,2,0,1,0,0,0,0,0,10046209,0,1,0
39,0,0,39,33,0,0,88,0,0,0,21,2,0,1,0,0,0,0,0,1054,618,1,0
4,1,0,4,17,0,0,83,0,0,0,20,2,0,1,0,0,0,0,0,273,10,0,0
68,1,0,68,146,1,0,1122,0,0,0,17,2,0,1,0,0,0,0,0,1771,80,2,0
42,55,0,42,104,2,0,281,0,0,0,23,2,0,1,1,0,0,0,0,217539,66036,2,0
57,1,0,57,14,1,0,75,0,0,0,14,2,0,1,0,0,0,0,0,1477,292,6,0
40,2,0,40,102,2,1,310,0,0,0,27,2,0,1,0,0,0,0,0,3578,4,2,0
11,0,0,11,14,0,0,68,0,0,0,18,2,0,1,0,0,0,0,0,128950,54564,0,0
2,1,0,2,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,6939,515,0,0
30,0,0,30,0,0,0,0,0,0,0,20,2,0,1,1,0,0,0,0,855,186,0,0
40,2,0,40,11,0,0,71,0,0,0,19,2,0,1,0,0,0,0,0,1364,297,0,0
33,3,0,33,31,1,0,756,0,0,0,20,2,0,1,0,0,0,0,0,708,61,3,0
0,0,0,0,0,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,0,0,0,0
21,0,0,21,58,1,0,282,0,0,0,21,2,0,1,1,0,0,0,0,1699,459,1,0
31,1,0,31,123,2,0,369,0,0,0,20,2,0,2,0,0,0,0,0,1013,22,0,0
5,0,0,5,1,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,3416,465,0,0
18,7,0,18,18,0,0,286,0,2,0,15,2,0,1,0,0,0,0,1,2242,756,1,0
28,0,0,28,8,7,0,124,0,0,0,19,2,0,2,0,0,0,0,0,13695,333,0,0
32,1,0,32,48,1,0,320,0,0,0,20,2,0,1,0,0,0,0,0,7259527,0,2,0
0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,304,61,0,0
0,0,0,0,0,0,0,1,0,0,0,22,2,0,1,1,0,0,0,0,743091,17309,0,0
34,0,0,34,150,0,0,274,0,0,0,20,2,0,1,0,0,0,0,0,2666,220,1,0
3,0,0,3,103,3,0,658,0,0,0,21,2,0,1,0,0,0,0,0,9934,1091,1,0
37,0,0,37,112,0,0,217,0,0,0,23,2,0,2,0,0,0,0,0,37126,452,1,0
9,2,0,9,35,1,0,138,0,0,0,21,2,0,1,0,0,0,0,0,36947,648,3,0
59,1,0,59,34,1,0,399,0,0,0,22,2,0,1,0,0,0,0,0,2634,733,2,0
1,0,0,1,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,2324,71,0,0
66,1,0,66,11,0,0,102,0,0,0,22,2,0,2,0,0,0,0,0,3265,402,1,0
23,1,0,23,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,41024,18940,0,0
33,0,0,33,23,1,0,256,0,0,0,25,2,0,1,0,0,0,0,0,3997,10728,3,0
67,1,0,67,68,0,0,393,0,0,0,18,2,0,2,0,0,0,0,2,1706,10,0,0
0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,23462,8984,0,0
58,2,0,58,17,1,0,58,0,0,0,15,2,0,1,0,0,0,0,0,2514,105,1,0
0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,909,31,0,0
0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,7109,2059,0,0
13,0,0,13,3,0,0,9,0,0,0,17,2,0,1,0,0,0,0,0,6234,1215,0,0
18,0,0,18,33,0,0,58,0,0,0,20,2,0,1,0,0,0,0,0,1511,449,1,0
30,4,0,30,48,1,0,186,0,0,0,15,2,0,1,0,0,0,0,0,5192,1108,1,0
12,1,0,12,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,3119,1246,0,0
9,1,0,9,20,1,0,1519,0,0,0,17,2,0,1,0,0,0,0,0,5951,353,1,0
11,54,0,11,72,1,0,244,0,0,0,18,2,0,1,0,0,0,0,0,3380,3304,1,0
6,0,0,6,15,0,0,202,0,0,0,22,2,0,1,0,0,0,0,0,531,391,1,0
2,0,0,2,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,3884,2198,0,0
3,0,0,3,0,0,0,3,0,0,0,14,2,0,1,0,0,0,0,0,380246,0,0,0
13,3,0,13,21,1,0,106,0,0,0,21,2,0,1,0,0,0,0,0,2098,1089,0,0
0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,1159,238,0,0
30,2,0,30,7,3,0,109,0,0,0,23,2,0,2,0,0,0,0,0,1256,16,2,0
28,0,0,28,452,3,0,1177,0,0,0,18,2,0,1,0,0,0,0,0,2653,15,0,0
40,1,0,40,47,1,0,170,0,0,0,22,2,0,1,0,0,0,0,0,568,52,1,0
43,0,0,43,19,0,0,81,0,0,0,21,2,0,1,0,0,0,0,0,42418,466,1,0
27,1,0,27,102,2,0,631,0,0,0,15,2,0,1,0,0,0,0,0,1913,596,0,0
11,0,0,11,9,0,0,379,0,0,0,18,2,0,2,0,0,0,0,0,5831,64,0,0
8,0,0,8,0,0,0,7,0,0,0,15,2,0,1,0,0,0,0,1,2027,154,0,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,14205,325,0,0
6,0,0,6,1,0,0,27,0,0,0,19,2,0,1,0,0,0,0,0,0,0,1,0
7,0,0,7,4,0,0,831,0,0,0,14,2,0,1,0,0,0,0,2,434,60,1,0
0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,3,390,55,0,0
19,1,0,19,32,1,0,238,0,0,0,21,2,0,1,0,0,0,0,0,1982,798,10,0
24,0,0,24,56,0,0,279,0,0,0,24,2,0,1,0,0,0,0,0,3951,851,1,0
16,0,0,16,5,0,0,72,0,0,0,16,2,0,1,0,0,0,0,0,1324,611,5,0
28,0,0,28,13,0,0,28,0,0,0,20,2,0,1,0,0,0,0,0,1878,14,0,0
11,1,0,11,16,0,0,112,0,0,0,15,2,0,1,0,0,0,0,0,1475,350,0,0
6,0,0,6,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,9076,7,1,0
64,3,0,64,174,0,0,690,0,0,0,15,2,0,1,0,0,0,0,0,2152,68,4,0
23,2,0,23,33,1,0,40,0,0,0,19,2,0,1,0,0,0,0,0,4402,1070,0,0
2,0,0,2,10,10,0,198,0,0,0,20,2,0,1,0,0,0,0,0,2381,738,0,0
14,1,0,14,115,1,0,453,0,0,0,21,2,0,1,0,0,0,0,2,5711,1585,0,0
4,0,0,4,10,18,0,9,0,0,0,20,2,0,1,0,0,0,0,0,3367,126,0,0
0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,858,4,0,0
15,0,0,15,0,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,492478,0,0,0
16,1,0,16,2,0,0,45,0,0,0,20,2,0,2,0,0,0,0,0,40741,0,1,0
4,1,0,4,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,3127,63,1,0
31,2,0,31,117,2,0,392,0,0,0,26,2,0,1,0,0,0,0,0,2197,64,1,0
37,1,0,37,136,0,1,208,0,0,0,20,2,0,1,0,0,0,0,0,1410,34,1,0
14,2,0,14,7,0,0,305,0,0,0,23,2,0,1,0,0,0,0,0,3597,4170,1,0
27,0,0,27,5,1,0,255,0,0,0,19,2,0,1,0,0,0,0,0,2333,776,0,0
19,0,0,19,8,0,0,157,0,0,0,19,2,0,1,0,0,0,0,0,1812,549,1,0
0,0,0,0,0,0,0,4,0,0,0,20,2,0,1,0,0,0,0,2,3111,29,0,0
29,1,0,29,25,2,0,172,0,0,0,19,2,0,1,0,0,0,0,0,13915,259,3,0
20,0,0,20,19,0,0,712,0,0,0,19,2,0,1,0,0,0,0,2,629,1953,0,0
21,3,0,21,51,1,0,121,0,0,0,18,2,0,1,0,0,0,0,0,4678,3351,0,0
27,0,0,27,56,0,0,192,0,0,0,21,2,0,1,0,0,0,0,0,979,1113,2,0
22,1,0,22,83,0,0,91,0,0,0,20,2,0,1,0,0,0,0,0,7258,451,2,0
25,0,0,25,71,0,0,114,0,0,0,18,2,0,1,0,0,0,0,0,2356,2522,3,0
35,3,0,35,36,0,0,71,0,0,0,22,2,0,1,1,0,0,0,0,53679,11788,1,0
13,13,0,13,27,2,0,253,0,0,0,24,2,0,1,1,0,0,0,0,4800,92,2,0
12,2,0,12,0,1,0,0,0,0,0,20,2,0,1,0,0,0,0,0,1011,168,0,0
5,0,0,5,68,0,0,140,0,0,0,23,2,0,2,0,0,0,0,0,8460,390,1,0
15,1,0,15,2,0,0,115,0,0,0,22,2,0,1,0,0,0,0,0,202,104,0,0
6,0,0,6,1,0,0,27,0,0,0,22,2,0,1,0,0,0,0,0,0,0,1,0
18,2,0,18,25,0,0,240,0,0,0,23,2,0,1,0,0,0,0,0,2339,688,1,0
4,1,0,4,0,0,0,1,0,0,0,16,2,0,1,0,0,0,0,0,6716,3659,1,0
3,0,0,3,0,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,1764,392,0,0
9,0,0,9,1,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,49772,3008,0,0
11,0,0,11,29,0,0,36,0,0,0,13,2,0,1,0,0,0,0,0,35651,902,0,0
4,1,0,4,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,3926,285,1,0
3,0,0,3,132,0,0,1008,0,0,0,16,2,0,1,0,0,0,0,0,3041,276,3,0
17,1,0,17,31,1,0,142,0,0,0,25,2,0,1,0,0,0,0,0,2111,974,3,0
27,1,0,27,26,1,0,43,0,1,0,18,2,0,1,0,0,0,0,0,2104,561,0,0
36,1,0,36,20,1,0,206,0,0,0,14,2,0,1,0,0,0,0,0,3371,111,2,0
70,1,0,70,139,0,0,341,0,2,0,14,2,0,1,0,0,0,0,0,1526,4,7,0
14,2,0,14,1,1,0,9,0,0,0,17,2,0,1,0,0,0,0,0,1326,44,1,0
22,2,0,22,98,1,1,422,0,0,0,20,2,0,1,0,0,0,0,2,2676,87,3,0
9,1,0,9,0,1,0,0,0,0,0,24,2,0,2,0,0,0,0,1,3445,9,0,0
9,1,0,9,29,1,0,143,0,0,0,19,2,0,2,0,0,0,0,0,3039,357,4,0
12,0,0,12,238,0,0,738,0,0,0,17,2,0,1,0,0,0,0,0,1903,94,3,0
3,0,0,3,1,0,0,1,0,0,0,27,2,0,1,0,0,0,0,0,3194,799,0,0
8,0,0,8,10,0,0,25,0,0,0,21,2,0,1,0,0,0,0,0,606715,5680,0,0
28,0,0,28,203,0,0,1137,0,0,0,28,2,0,1,0,0,0,0,0,31417,822,8,0
0,0,0,0,0,0,0,2,0,0,0,16,2,0,1,0,0,0,0,0,78695,2630,0,0
9,3,0,9,75,0,0,210,0,0,0,13,2,0,1,0,0,0,0,0,2239,153,1,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,1,0,0,0,0,2021,72,0,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,5953,13,1,0
35,1,0,35,43,2,0,279,0,0,0,21,2,0,1,0,0,0,0,0,2035,774,3,0
16,2,0,16,102,2,0,241,0,0,0,18,2,0,1,0,0,0,0,0,531125,95235,1,0
35,0,0,35,60,0,0,595,0,0,0,21,2,0,2,0,0,0,0,0,2036,39,1,0
7,1,0,7,5,0,0,245,0,0,0,23,2,0,1,0,0,0,0,0,4106,2913,3,0
75,1,0,75,14,1,0,60,0,0,0,22,2,0,1,0,0,0,0,0,2548,1302,1,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,992,291,0,0
0,0,0,0,1,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,1387,18,0,0
22,3,0,22,2,1,0,291,0,0,0,18,2,0,1,0,0,0,0,0,5065,36,1,0
2,0,0,2,1,0,0,1,0,0,0,20,2,0,1,0,0,0,0,0,191407,88027,0,0
13,1,0,13,40,1,0,221,0,0,0,19,2,0,1,0,0,0,0,0,17530,4140,2,0
63,0,0,63,16,0,0,165,0,0,0,14,2,0,1,0,0,0,0,0,962,39,4,0
35,2,0,35,251,1,0,422,0,5,0,18,2,0,1,0,0,0,0,0,3859,420,3,0
33,6,0,33,40,2,0,191,0,0,0,19,2,0,1,0,0,0,0,0,4224,1462,7,0
5,0,0,5,5,0,0,149,0,0,0,19,2,0,1,0,0,0,0,0,4769,373,0,0
13,2,0,13,9,1,0,97,0,0,0,23,2,0,1,0,0,0,0,0,485,1022,1,0
36,1,0,36,42,1,0,91,0,0,0,19,2,0,1,0,0,0,0,0,1749,403,3,0
27,0,0,27,73,0,0,179,0,0,0,23,2,0,2,0,0,0,0,0,1645,44,0,0
41,1,0,41,280,3,0,1687,0,0,0,19,2,0,1,0,0,0,0,0,2321,22,1,0
0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,18,2,0,1,0,0,0,0,0,4423,360,0,0
0,0,0,0,0,0,1,1,0,0,0,20,2,0,1,0,0,0,0,0,5060,60,0,0
35,4,0,35,34,2,0,74,0,0,0,17,2,0,1,0,0,0,0,0,1296,23,1,0
12,0,0,12,146,0,0,349,0,0,0,14,2,0,1,0,0,0,0,1,1947,200,0,0
31,0,0,31,41,1,0,293,0,0,0,19,2,0,1,1,0,0,0,0,10306,3693,3,0
14,0,0,14,14,0,0,37,0,0,0,20,2,0,1,0,0,0,0,0,1287,94,1,0
13,1,0,13,10,1,0,243,0,0,0,18,2,0,1,0,0,0,0,0,2839,0,5,0
18,115,0,18,230,0,0,510,0,0,0,14,2,0,1,0,0,0,0,0,2059,623,3,0
7,1,0,7,6,1,0,21,0,0,0,15,2,0,1,0,0,0,0,0,2695,183,0,0
44,1,0,44,46,0,0,106,0,0,0,19,2,0,1,0,0,0,0,0,6161,5846,0,0
10,2,0,10,0,1,0,0,0,0,0,24,2,0,1,0,0,0,0,0,1003,247,0,0
6,0,0,6,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,15295,9,1,0
30,1,0,30,6,0,0,77,0,0,0,23,2,0,1,0,0,0,0,0,7306,2860,0,0
34,1,0,34,104,9,0,434,0,2,0,21,2,0,1,0,0,0,0,0,27725,29,1,0
21,0,0,21,21,0,0,54,0,0,0,24,2,0,1,0,0,0,0,0,1199,341,0,0
21,0,0,21,130,0,0,500,0,0,1,19,2,0,1,0,0,0,0,0,984,768,1,0
0,0,0,0,0,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,718,96,0,0
18,0,0,18,76,0,0,864,0,0,0,15,2,0,1,0,0,0,0,0,76684,4676,1,0
13,2,0,13,36,1,0,218,0,0,0,28,2,0,1,0,0,0,0,0,2285,916,1,0
15,0,0,15,4,0,0,59,0,0,0,15,2,0,1,0,0,0,0,0,2054,1887,12,0
39,0,0,39,0,2,0,508,0,5,0,18,2,0,1,0,0,0,0,0,575,114,2,0
20,0,0,20,1,0,0,24,0,0,0,18,2,0,1,0,0,0,0,0,1118,552,0,0
22,1,0,22,79,1,0,431,0,0,0,18,2,0,1,0,0,0,0,0,3167,221,1,0
0,0,0,0,0,0,0,2,0,0,0,23,2,0,1,0,0,0,0,0,1242,246,0,0
58,3,0,58,84,1,0,306,0,0,0,22,2,0,1,0,0,0,0,0,5262,3262,2,0
7,1,0,7,16,0,0,58,0,0,0,14,2,0,1,0,0,0,0,0,765,23,0,0
0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,2,0,0,0,2,3579833,0,0,0
2,0,0,2,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,4093,65,0,0
43,1,0,43,345,1,0,173,0,0,0,22,2,0,1,0,0,0,0,0,2259,2157,1,0
37,2,0,37,45,0,0,87,0,0,0,30,2,0,2,0,0,0,0,0,391326,13080,1,0
6,0,0,6,1,0,0,27,0,0,0,21,2,0,2,0,0,0,0,0,27811,15,1,0
8,1,0,8,36,1,0,202,0,0,0,23,2,0,1,0,0,0,0,0,3169,64,1,0
39,1,0,39,30,2,0,331,0,0,0,14,2,0,1,0,0,0,0,0,2378,7,3,0
37,4,0,37,128,1,0,410,0,0,0,19,2,0,1,0,0,0,0,0,1784,22,3,0
41,1,0,41,27,1,0,842,0,0,0,20,2,0,1,0,0,0,0,0,590752,0,14,0
16,1,0,16,10,0,0,397,0,0,0,18,2,0,1,0,0,0,0,0,2881,731,3,0
29,0,0,29,0,0,0,38,0,0,0,15,2,0,1,0,0,0,0,0,3299,8,1,0
193,154,0,193,403,3,0,333,0,2,0,13,2,0,1,0,0,0,0,0,1247,4,1,0
7,2,0,7,53,1,0,102,0,0,0,22,2,0,1,0,0,0,0,1,8024,2688,1,0
16,3,0,16,20,0,0,119,0,0,0,23,2,0,1,0,0,0,0,0,3673,1859,3,0
74,2,0,74,120,7,0,606,0,0,0,18,2,0,2,0,0,0,0,0,1082,4,1,0
25,1,0,25,83,0,0,961,0,0,0,19,2,0,1,0,0,0,0,0,4113,430,0,0
0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,1,117339,158906,0,0
27,17,0,27,37,0,0,195,0,0,0,18,2,0,1,0,0,0,0,0,3075,16,1,0
18,3,0,18,37,1,0,156,0,0,0,25,2,0,1,0,0,0,0,0,1109,16,3,0
3,1,0,3,1,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,0,0,0
9,1,0,9,65,0,0,446,0,0,0,18,2,0,1,0,0,0,0,0,753,6,2,0
19,0,0,19,11,2,0,51,0,0,0,21,2,0,1,0,0,0,0,0,10031269,0,2,0
37,1,0,37,14,0,0,74,0,0,0,22,2,0,1,0,0,0,0,1,260402,3361,1,0
22,1,0,22,22,1,0,160,0,0,0,18,2,0,1,0,0,0,0,0,2452,569,4,0
14,1,0,14,20,0,0,353,0,0,0,17,2,0,1,0,0,0,0,0,3115,2132,1,0
10,1,0,10,1,0,0,21,0,0,0,23,2,0,1,0,0,0,0,0,19376,3314,0,0
22,1,0,22,78,0,0,226,0,0,0,22,2,0,1,0,0,0,0,0,7774,35,2,0
13,0,0,13,5,1,0,100,0,0,0,18,2,0,1,0,0,0,0,0,0,2339,1,0
20,1,0,20,94,1,0,164,0,0,0,18,2,0,1,0,0,0,0,0,2379,46,1,0
59,0,0,59,29,0,0,88,0,0,0,18,2,0,1,0,0,0,0,0,3487,968,2,0
22,0,0,22,29,0,0,29,0,0,0,19,2,0,1,0,0,0,0,0,1997,507,1,0
0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,96647,36922,0,0
24,0,0,24,13,2,0,402,0,0,0,22,2,0,1,0,0,0,0,0,4979,0,1,0
20,1,0,20,46,7,0,485,0,0,0,20,2,0,1,0,0,0,0,0,774,0,0,0
1,1,0,1,0,0,0,1,0,0,0,23,2,0,1,0,0,0,0,2,2689,8,1,0
15,0,0,15,0,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,0,0,0,0
6,1,0,6,66,1,0,360,0,0,0,22,2,0,1,0,0,0,0,0,1491,75,2,0
10,0,0,10,36,0,0,105,0,1,0,17,2,0,1,0,0,0,0,0,2466,943,1,0
7,0,0,7,4,0,0,14,0,0,0,22,2,0,1,0,0,0,0,0,2502,2588,0,0
16,0,0,16,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,8563,1800,0,0
16,3,0,16,59,0,0,279,0,0,0,13,2,0,1,0,0,0,0,0,1366,75,0,0
21,1,0,21,55,1,0,178,0,0,0,19,2,0,1,0,0,0,0,0,11932,5075,1,0
6,1,0,6,102,0,0,1484,0,0,0,20,2,0,1,0,0,0,0,0,23722,13069,1,0
0,0,0,0,0,0,0,2,0,0,0,23,2,0,1,0,0,0,0,0,1866431,0,0,0
10,0,0,10,36,0,0,124,0,0,0,20,2,0,1,0,0,0,0,0,35366,2177,3,0
18,0,0,18,171,0,0,341,0,0,0,24,2,0,2,0,0,0,0,0,3,1,1,0
31,3,0,31,13,2,0,519,0,0,0,15,2,0,1,0,0,0,0,0,1541,95,1,0
14,2,0,14,3,0,0,316,0,0,0,21,2,0,1,0,0,0,0,0,2281,1001,3,0
13,0,0,13,12,0,0,49,0,0,0,19,2,0,1,0,0,0,0,0,4413909,0,2,0
82,2,0,82,47,2,0,301,0,0,0,17,2,0,1,0,0,0,0,0,817,398,3,0
10,0,0,10,29,1,0,124,0,2,0,22,2,0,2,0,0,0,0,0,1280,8,1,0
1,0,0,1,1,0,0,3,0,0,0,17,2,0,1,0,0,0,0,0,892,1206,0,0
48,3,0,48,182,2,0,1030,0,0,0,19,2,0,1,0,0,0,0,0,621,52,3,0
8,1,0,8,4,1,0,29,0,0,0,20,2,0,1,0,0,0,0,0,1298,49,0,0
14,3,0,14,102,1,0,1052,0,0,0,21,2,0,1,0,0,0,0,0,383,47,3,0
44,3,0,44,10,3,0,125,0,0,0,29,2,0,1,0,0,0,0,0,2966,81,2,0
16,0,0,16,371,0,0,381,0,0,0,15,2,0,1,0,0,0,0,0,2521,735,0,0
3,2,0,3,0,1,0,22,0,0,0,18,2,0,1,0,0,0,0,1,213,2,0,0
10,0,0,10,72,0,0,305,0,0,0,19,2,0,2,0,0,0,0,0,63518,58916,2,0
18,3,0,18,4,2,0,239,0,0,0,17,2,0,1,0,0,0,0,0,1636,54,2,0
27,3,0,27,21,0,0,139,0,0,0,18,2,0,1,0,0,0,0,0,91085,18864,2,0
9,2,0,9,2,1,0,178,0,0,0,16,2,0,1,0,0,0,0,0,1293,825,0,0
